path	sources	owner	decision
Harvard/wdrozenie-100/ARTIFACT_ANATOMY_STANDARD.md	UI45_COMMITTED	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_AUDYT_GOTOWOSCI_ARTEFAKTY_2026-07-24.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_HANDOFF_2026-07-30_PRZESIADKA.md	REPORT_B_UI_LOCAL	GOVERNANCE_OWNER	REVIEW_SEPARATELY
Harvard/wdrozenie-100/_HANDOFF_AGENT_SEJF_2026-07-30.md	REPORT_B_UI_LOCAL	GOVERNANCE_OWNER	REVIEW_SEPARATELY
Harvard/wdrozenie-100/_HANDOFF_EXCEL_I_MATERIALY_2026-07-29.md	REPORT_B_UI_LOCAL	GOVERNANCE_OWNER	REVIEW_SEPARATELY
Harvard/wdrozenie-100/_HANDOFF_MVP_2026-07-28.md	REPORT_B_UI_LOCAL	GOVERNANCE_OWNER	REVIEW_SEPARATELY
Harvard/wdrozenie-100/_HANDOFF_MVP_KPI_2026-07-28.md	REPORT_B_UI_LOCAL	GOVERNANCE_OWNER	REVIEW_SEPARATELY
Harvard/wdrozenie-100/_INWENTARZ_FUNKCJI_EDYTORA_2026-07-28.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_KANON_JEZYK_NAWIGACJI_2026-07-28.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_KANON_PRAWY_PANEL_2026-07-28.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_KROK3_KONTRAKTY_VS_KOD_2026-08-03.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_MVP_PLAN_I_ODBIOR_2026-07-28.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_MVP_PRZEGLAD_MENU_2026-07-28.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_MVP_ZAKRES_TESTY_JUSTYNA_2026-07-29.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_ODBIOR_GRAFIK_16_MODULOW_2026-08-03.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_ODBIOR_TABELE_PREVIEW_2026-07-27.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_OGNIWO_8_DIAGNOZA_2026-07-28.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_PLAN_NAPRAWY_UI_2026-07-27.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_PROGRAM_NAPRAWCZY_IDEE_2026-07-27.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_PRZEJSCIE_MODUL_DOKUMENTY_2026-07-28.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_RAPORT_NOC_IDEE_2026-07-27.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_SPEC_GENERATOR_TEMPLATOW_2026-07-28.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
Harvard/wdrozenie-100/_SPEC_PRACA_NA_SLAJDACH_2026-07-28.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
M08_COMPLETE_MVP_REACCEPTANCE.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
M09_COMPLETE_MVP_REACCEPTANCE.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
M09_COMPLETE_MVP_SUPPLEMENT.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
M09_MVP_DEMO_STATUS.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
M12_COMPLETE_MVP_REPORT.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
M14_COMPLETE_MVP_REPORT.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
M15_COMPLETE_MVP_REPORT.md	REPORT_B_UI_LOCAL	REPORT_B_UI	REPORT_B_UI_RECOVERY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/BULK_RECON_HANDOFF_2026-08-03.md	REPORT_B_UI_LOCAL	GOVERNANCE_OWNER	REVIEW_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/_run_log.txt	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/admin-panel/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/admin-panel/my-documents.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/admin-panel/project-documents.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/assessment/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/assessment/initiatives.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/assessment/outputs.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/assessment/processes.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/assessment/reports.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/audits/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/audits/my-documents.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/audits/project-documents.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/chat/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/execution/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/execution/all.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/execution/management.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/execution/reporting.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/execution/rollout.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/execution/summary.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/finance/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/finance/analysis.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/finance/enterprise-valuation.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/finance/models.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/finance/prediction.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/active.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/all.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/analysis.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/candidates.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/goals.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/new-initiative.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/observability.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/portfolio-health.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/assign.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/assigned.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/initiatives.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/insights.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/sessions.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/templates.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/materials/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/materials/documents.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/meeting/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/meeting/my-documents.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/meeting/project-documents.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/calendar.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/client-vault.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/decisions.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/inbox.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/manager.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/notebook.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/run-agent.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/tasks.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/organization/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/organization/my-documents.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/organization/project-documents.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/results/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/settings/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/settings/my-documents.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/settings/project-documents.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/tools/00_landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/tools/add-tool.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/tools/initiatives.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/tools/outputs.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/tools/reports.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/tools/sessions.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/table-audit.mjs	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/sha-ad41701753/01-chat/inventory-checkpoint-a.md	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-acceptance/2026-08-03/sha-ad41701753/01-chat/inventory-checkpoint-a2.md	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/MISSING_CAPTURE_QUEUE.csv	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/README.md	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/blocked/assessment__outputs__empty-no-selection__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/blocked/materials__excel__not-implemented__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/blocked/my-work__decision__object-open-broken__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tables/assessment__initiatives__full__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tables/assessment__reports__full__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/assessment__drd__object-open__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/assessment__library__full__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/discovery__insight__object-open__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/discovery__template-builder__object-open__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/finance__analysis__object-open__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/finance__model__object-open__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/finance__statements__object-open__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/finance__valuation__object-open__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/initiatives__initiative__object-open__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/materials__presentation__object-open__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/materials__word__object-open__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/my-work__notebook__object-open__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/my-work__run-agent__builder__dark__desktop-02.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/my-work__run-agent__builder__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/my-work__task__object-open__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/results__kpi__detail-drawer__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/wizards/discovery__ai-initiative-wizard__step-01-insights__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/wizards/discovery__ai-insight-creator__step-01-define__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/wizards/materials__new-document__start-mode__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/wizards/materials__new-template__start-mode__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/wizards/materials__new-template__type-picker__dark__desktop.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__001__module__depth2-landing.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__002__landing-title-status-urgency-type-section__table-full.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__003__landing-title-status-urgency-type-section__table-kebab.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__004__landing-title-status-urgency-type-section__table-context-menu.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__005__tab-ideas__depth2-surface.png	REPORT_B_UI_LOCAL	EVIDENCE_OWNER	PRESERVE_SEPARATELY
