changed_source	importer_count	importers
src/components/SuperAdmin/system/EnterpriseBackupPanel.tsx	2	tests/unit/components/SuperAdmin/EnterpriseBackupPanel.honesty.test.tsx | tests/unit/components/SuperAdmin/EnterpriseBackupPanel.test.tsx
src/components/SuperAdmin/system/EnterpriseConfigurationPanel.tsx	1	tests/unit/components/SuperAdmin/EnterpriseConfigurationPanel.honesty.test.tsx
src/components/SuperAdmin/system/EnterpriseFeatureFlags.tsx	1	tests/unit/components/SuperAdmin/EnterpriseFeatureFlags.honesty.test.tsx
src/components/SuperAdmin/system/EnterpriseHealthMonitor.tsx	1	tests/unit/components/SuperAdmin/EnterpriseHealthMonitor.honesty.test.tsx
src/components/SuperAdmin/system/EnterpriseIntegrationsHub.tsx	1	tests/unit/components/SuperAdmin/EnterpriseIntegrationsHub.honesty.test.tsx
src/components/SuperAdmin/system/EnterpriseSecurityPanel.tsx	1	tests/unit/components/SuperAdmin/EnterpriseSecurityPanel.honesty.test.tsx
src/views/superadmin/AIBudgetsView.tsx	1	tests/unit/views/superadmin/AIBudgetsView.honesty.test.tsx
src/views/superadmin/AIConfigurationView.tsx	0	NONE_FOUND
src/views/superadmin/AIDevelopmentModule.tsx	0	NONE_FOUND
src/views/superadmin/AIInfrastructureModule.tsx	0	NONE_FOUND
src/views/superadmin/AIIntelligenceView.tsx	1	tests/unit/views/superadmin/AIIntelligenceView.honesty.test.tsx
src/views/superadmin/AIObservabilityDashboard.tsx	0	NONE_FOUND
src/views/superadmin/AIOperationsModule.tsx	0	NONE_FOUND
src/views/superadmin/AIPlatformModule.tsx	0	NONE_FOUND
src/views/superadmin/AIPlatformModule/Analytics/LLMObservatoryTab.tsx	1	tests/unit/views/superadmin/LLMObservatoryTab.honesty.test.tsx
src/views/superadmin/AIPlatformModule/Analytics/PerformanceMetricsTab.tsx	1	tests/unit/views/superadmin/PerformanceMetricsTab.honesty.test.tsx
src/views/superadmin/AIPlatformModule/Analytics/PricingRegistryTab.tsx	1	tests/unit/views/superadmin/PricingRegistryTab.honesty.test.tsx
src/views/superadmin/AIPlatformModule/Configuration/AIGovernanceTab.tsx	1	tests/unit/views/superadmin/AIGovernanceTab.honesty.test.tsx
src/views/superadmin/AIPlatformModule/Configuration/OrgAIPolicyTab.tsx	1	tests/unit/views/superadmin/OrgAIPolicyTab.honesty.test.tsx
src/views/superadmin/AIPlatformModule/Configuration/PurposeAssignmentsTab.tsx	1	tests/unit/views/superadmin/PurposeAssignmentsTab.honesty.test.tsx
src/views/superadmin/AIPlatformModule/Configuration/RoutingRulesTab.tsx	1	tests/unit/views/superadmin/RoutingRulesTab.honesty.test.tsx
src/views/superadmin/AIPlatformModule/Development/ModelRegistryTab.tsx	1	tests/unit/views/superadmin/ModelRegistryTab.honesty.test.tsx
src/views/superadmin/AIPlatformModule/Executive/AIUseCaseControlPlane.tsx	1	tests/unit/views/superadmin/AIUseCaseControlPlane.honesty.test.tsx
src/views/superadmin/AIPlatformModule/Knowledge/DocumentsRAGTab.tsx	1	tests/unit/views/superadmin/DocumentsRAGTab.honesty.test.tsx
src/views/superadmin/AIPlatformModule/Knowledge/StrategicDirectionsTab.tsx	1	tests/unit/views/superadmin/StrategicDirectionsTab.honesty.test.tsx
src/views/superadmin/AIPlatformModule/Operations/MarketInboxTab.tsx	1	tests/unit/views/superadmin/MarketInboxTab.honesty.test.tsx
src/views/superadmin/AIPlatformModule/Policy/PolicyEnforcementTab.tsx	1	tests/unit/views/superadmin/PolicyEnforcementTab.honesty.test.tsx
src/views/superadmin/AIPlatformModule/Security/ComplianceTab.tsx	1	tests/unit/views/superadmin/ComplianceTab.honesty.test.tsx
src/views/superadmin/APIManagementView.tsx	1	tests/unit/views/superadmin/APIManagementView.webhooks.test.tsx
src/views/superadmin/BillingCenterView.tsx	2	tests/unit/views/superadmin/BillingCenterView.honesty.test.tsx | tests/unit/views/superadmin/BillingCenterView.operationalCosts.test.tsx
src/views/superadmin/ComplianceCenterView.tsx	1	tests/unit/views/superadmin/ComplianceCenterView.honesty.test.tsx
src/views/superadmin/ConfigurationModule.tsx	0	NONE_FOUND
src/views/superadmin/ContentModule.tsx	0	NONE_FOUND
src/views/superadmin/CustomRolesBuilder.tsx	0	NONE_FOUND
src/views/superadmin/CustomersModule.tsx	1	tests/components/SuperAdmin/CustomersModule.test.tsx
src/views/superadmin/FeatureUpdatesAdminView.tsx	0	NONE_FOUND
src/views/superadmin/GlobalSecurityPostureView.tsx	1	tests/unit/views/superadmin/GlobalSecurityPostureView.honesty.test.tsx
src/views/superadmin/GovernanceModule.tsx	0	NONE_FOUND
src/views/superadmin/InvoiceCenterView.tsx	2	tests/unit/views/superadmin/InvoiceCenterView.honesty.test.tsx | tests/unit/views/superadmin/InvoiceCenterView.test.tsx
src/views/superadmin/LLMManagementView.tsx	1	tests/unit/views/superadmin/LLMManagementView.honesty.test.tsx
src/views/superadmin/ModuleAccessControlView.tsx	0	NONE_FOUND
src/views/superadmin/ModuleWaitlistView.tsx	0	NONE_FOUND
src/views/superadmin/OrganizationResourceManager.tsx	0	NONE_FOUND
src/views/superadmin/OrganizationsView.tsx	2	src/views/superadmin/__tests__/OrganizationsView.deleteApprovedOut.test.tsx | tests/unit/views/superadmin/OrganizationsView.honesty.test.tsx
src/views/superadmin/OverviewModule.tsx	1	tests/unit/views/superadmin/OverviewModule.honesty.test.tsx
src/views/superadmin/PlatformOperationsView.tsx	3	src/views/superadmin/__tests__/PlatformOperationsView.day15.test.tsx | src/views/superadmin/__tests__/PlatformOperationsView.i18n.day15.test.tsx | src/views/superadmin/__tests__/PlatformOperationsView.test.tsx
src/views/superadmin/PlaybookTemplatesListView.tsx	0	NONE_FOUND
src/views/superadmin/PresentationBenchmarkTrendView.tsx	0	NONE_FOUND
src/views/superadmin/PresentationGovernanceAlertSubscriptionsView.tsx	0	NONE_FOUND
src/views/superadmin/PresentationGovernanceWatchlistView.tsx	0	NONE_FOUND
src/views/superadmin/PresentationOperationsHealthView.tsx	0	NONE_FOUND
src/views/superadmin/PresentationTelemetryView.tsx	0	NONE_FOUND
src/views/superadmin/PresentationTemplateGovernanceView.tsx	0	NONE_FOUND
src/views/superadmin/RevenueModule.tsx	0	NONE_FOUND
src/views/superadmin/SCIMProvisioningView.tsx	1	tests/unit/views/superadmin/SCIMProvisioningView.honesty.test.tsx
src/views/superadmin/SSOConfigurationView.tsx	2	src/__tests__/superadmin/SSOConfigurationView.test.tsx | tests/unit/views/superadmin/SSOConfigurationView.honesty.test.tsx
src/views/superadmin/SecurityModule.tsx	0	NONE_FOUND
src/views/superadmin/SecurityPoliciesView.tsx	1	tests/unit/views/superadmin/SecurityPoliciesView.honesty.test.tsx
src/views/superadmin/SubscriptionPlansManager.tsx	1	tests/frontend/resource-management-components.test.tsx
src/views/superadmin/SuperAdminAIAnalyticsView.tsx	0	NONE_FOUND
src/views/superadmin/SuperAdminAccessRequestsView.tsx	1	tests/unit/views/superadmin/SuperAdminAccessRequestsView.honesty.test.tsx
src/views/superadmin/SuperAdminDashboard.tsx	0	NONE_FOUND
src/views/superadmin/SuperAdminFeedbackAnalyticsView.tsx	1	tests/components/SuperAdmin/SuperAdminFeedbackAnalyticsView.error.contract.test.tsx
src/views/superadmin/SuperAdminFeedbackView.tsx	1	tests/components/SuperAdmin/SuperAdminFeedbackView.deeplink-query.contract.test.tsx
src/views/superadmin/SuperAdminLegalView.tsx	1	tests/unit/views/superadmin/SuperAdminLegalView.honesty.test.tsx
src/views/superadmin/SuperAdminMetricsView.tsx	0	NONE_FOUND
src/views/superadmin/SuperAdminOrgDetailsModal.tsx	1	tests/unit/views/superadmin/SuperAdminOrgDetailsModal.honesty.test.tsx
src/views/superadmin/SuperAdminPlansView.tsx	0	NONE_FOUND
src/views/superadmin/SuperAdminRevenueView.tsx	1	tests/unit/views/superadmin/SuperAdminRevenueView.honesty.test.tsx
src/views/superadmin/SuperAdminSignalsView.tsx	0	NONE_FOUND
src/views/superadmin/SuperAdminStorageDetailModal.tsx	1	tests/unit/views/superadmin/SuperAdminStorageDetailModal.honesty.test.tsx
src/views/superadmin/SystemModule.tsx	0	NONE_FOUND
src/views/superadmin/SystemSettings.tsx	0	NONE_FOUND
src/views/superadmin/TenantCommandCenterView.tsx	1	tests/unit/views/superadmin/TenantCommandCenterView.honesty.test.tsx
src/views/superadmin/VirtualWorkersModule/ConversationBrowser.tsx	0	NONE_FOUND
src/views/superadmin/VirtualWorkersModule/EvaluationsPanel.tsx	0	NONE_FOUND
src/views/superadmin/VirtualWorkersModule/KnowledgeAssignmentPanel.tsx	0	NONE_FOUND
src/views/superadmin/VirtualWorkersModule/ReleasePanel.tsx	0	NONE_FOUND
src/views/superadmin/VirtualWorkersModule/WorkerAnalyticsDashboard.tsx	1	tests/components/SuperAdmin/WorkerAnalyticsDashboard.anna-funnel.test.tsx
src/views/superadmin/VirtualWorkersModule/WorkerDetail.tsx	0	NONE_FOUND
src/views/superadmin/VirtualWorkersModule/WorkerPreviewPanel.tsx	0	NONE_FOUND
src/views/superadmin/VirtualWorkersModule/WorkerProfileEditor.tsx	0	NONE_FOUND
src/views/superadmin/VirtualWorkersModule/WorkersList.tsx	0	NONE_FOUND
src/views/superadmin/VirtualWorkersModule/index.tsx	0	NONE_FOUND
src/views/superadmin/WhitelabelStudioView.tsx	0	NONE_FOUND
src/views/superadmin/analytics/AnalyticsModuleView.tsx	0	NONE_FOUND
src/views/superadmin/analytics/BusinessMetricsView.tsx	0	NONE_FOUND
src/views/superadmin/analytics/DashboardBuilderView.tsx	0	NONE_FOUND
src/views/superadmin/analytics/DemoTrialAnalyticsView.tsx	0	NONE_FOUND
src/views/superadmin/analytics/PredictiveAnalyticsView.tsx	0	NONE_FOUND
src/views/superadmin/analytics/SavedReportsView.tsx	1	tests/unit/views/superadmin/SavedReportsView.honesty.test.tsx
src/views/superadmin/components/ABTestingDashboard.tsx	1	tests/unit/components/SuperAdmin/components/ABTestingDashboard.honesty.test.tsx
src/views/superadmin/components/AI/UsageAnalyticsDashboard.tsx	1	tests/unit/components/SuperAdmin/components/AI/UsageAnalyticsDashboard.honesty.test.tsx
src/views/superadmin/components/AICostDashboard.tsx	1	tests/unit/components/SuperAdmin/components/AICostDashboard.honesty.test.tsx
src/views/superadmin/components/AIPerformanceDashboard.tsx	1	tests/unit/components/SuperAdmin/components/AIPerformanceDashboard.honesty.test.tsx
src/views/superadmin/components/AdminKnowledgeView.tsx	0	NONE_FOUND
src/views/superadmin/components/BulkOperationsView.tsx	1	tests/unit/views/superadmin/components/BulkOperationsView.honesty.test.tsx
src/views/superadmin/components/PromptAssistantPanel.tsx	0	NONE_FOUND
src/views/superadmin/components/PromptBlockBuilder.tsx	0	NONE_FOUND
src/views/superadmin/components/PromptManagementUI.tsx	1	tests/unit/components/SuperAdmin/components/PromptManagementUI.honesty.test.tsx
src/views/superadmin/components/PromptTestBench.tsx	0	NONE_FOUND
src/views/superadmin/components/SLADashboard.tsx	1	tests/unit/components/SuperAdmin/components/SLADashboard.honesty.test.tsx
src/views/superadmin/components/V8AdminDiagnosticsPanel.tsx	1	tests/components/SuperAdmin/components/V8AdminDiagnosticsPanel.test.tsx
src/views/superadmin/components/shared/MetricCard.tsx	0	NONE_FOUND
src/views/superadmin/customers/ContractManagementView.tsx	1	tests/unit/views/superadmin/ContractManagementView.honesty.test.tsx
src/views/superadmin/customers/CustomerAnalyticsView.tsx	2	tests/unit/views/superadmin/CustomerAnalyticsCompliance.honesty.test.tsx | tests/unit/views/superadmin/CustomerAnalyticsView.honesty.test.tsx
src/views/superadmin/customers/CustomerAutomationView.tsx	1	tests/unit/views/superadmin/CustomerAutomationView.honesty.test.tsx
src/views/superadmin/customers/CustomerCommunicationView.tsx	2	tests/components/SuperAdmin/CustomerCommunicationView.test.tsx | tests/unit/views/superadmin/CustomerCommunicationView.honesty.test.tsx
src/views/superadmin/customers/CustomerComplianceView.tsx	2	tests/unit/views/superadmin/CustomerAnalyticsCompliance.honesty.test.tsx | tests/unit/views/superadmin/CustomerComplianceView.honesty.test.tsx
src/views/superadmin/customers/CustomerLifecycleView.tsx	1	tests/unit/views/superadmin/CustomerLifecycleView.honesty.test.tsx
src/views/superadmin/customers/CustomerSuccessPlaybooksView.tsx	1	tests/unit/views/superadmin/CustomerSuccessPlaybooksView.honesty.test.tsx
src/views/superadmin/iam/AdminAuditLogsView.tsx	1	tests/unit/views/superadmin/AdminAuditLogsView.honesty.test.tsx
src/views/superadmin/iam/AdminSessionsView.tsx	1	tests/unit/views/superadmin/AdminSessionsView.honesty.test.tsx
src/views/superadmin/iam/ApprovalWorkflowsView.tsx	1	tests/unit/views/superadmin/ApprovalWorkflowsView.honesty.test.tsx
src/views/superadmin/iam/AuditEventsViewer.tsx	1	tests/unit/views/superadmin/AuditEventsViewer.honesty.test.tsx
src/views/superadmin/iam/DLPView.tsx	1	tests/unit/views/superadmin/DLPView.honesty.test.tsx
src/views/superadmin/iam/PermissionsMatrixView.tsx	1	tests/unit/views/superadmin/PermissionsMatrixView.honesty.test.tsx
src/views/superadmin/iam/SecurityIncidentsView.tsx	1	tests/unit/views/superadmin/SecurityIncidentsView.honesty.test.tsx
src/views/superadmin/iam/ThreatIntelligenceView.tsx	1	tests/unit/views/superadmin/ThreatIntelligenceView.honesty.test.tsx
src/views/superadmin/partners/PartnerProgramConfig.tsx	2	tests/components/partner/PartnerEconomicsApprovedOut.ui.test.tsx | tests/components/partner/PartnerProgramConfig.operator-review.test.tsx
src/views/superadmin/revenue/PaymentMethodsView.tsx	0	NONE_FOUND
src/views/superadmin/revenue/PricingPlansAdvancedView.tsx	0	NONE_FOUND
src/views/superadmin/revenue/RevenueForecastView.tsx	0	NONE_FOUND
src/views/superadmin/revenue/RevenueModuleView.tsx	0	NONE_FOUND
src/views/superadmin/revenue/RevenueRecognitionView.tsx	0	NONE_FOUND
src/views/superadmin/revenue/SubscriptionChangesView.tsx	0	NONE_FOUND
src/views/superadmin/security/DeviceManagementView.tsx	1	tests/unit/views/superadmin/DeviceManagementView.honesty.test.tsx
src/views/superadmin/security/MFAView.tsx	1	tests/unit/views/superadmin/MFAView.honesty.test.tsx
src/views/superadmin/security/PasswordPolicyView.tsx	1	tests/unit/views/superadmin/PasswordPolicyView.honesty.test.tsx
src/views/superadmin/security/SecurityEventsView.tsx	1	tests/unit/views/superadmin/SecurityEventsView.honesty.test.tsx
src/views/superadmin/security/SecurityModuleView.tsx	0	NONE_FOUND
src/views/superadmin/support/CustomerHealthView.tsx	1	tests/unit/views/superadmin/CustomerHealthView.honesty.test.tsx
src/views/superadmin/support/CustomerSuccessNotesView.tsx	1	tests/unit/views/superadmin/CustomerSuccessNotesView.honesty.test.tsx
src/views/superadmin/support/SupportModuleView.tsx	0	NONE_FOUND
src/views/superadmin/support/SupportTicketsView.tsx	1	tests/unit/views/superadmin/SupportTicketsView.honesty.test.tsx
