test_file	rc	passed	failed	seconds	base_blob	candidate_blob	base_relation
tests/components/SuperAdmin/components/V8AdminDiagnosticsPanel.test.tsx	0	2	0	1.13	01d5fad99ca233f8e071c83720f4e038adef779f	01d5fad99ca233f8e071c83720f4e038adef779f	IDENTICAL
tests/components/partner/PartnerEconomicsApprovedOut.ui.test.tsx	1	1	1	1.92	29e2b48fcdda5cb197d52f13a2c401af90b40c67	29e2b48fcdda5cb197d52f13a2c401af90b40c67	IDENTICAL
tests/components/partner/PartnerProgramConfig.operator-review.test.tsx	0	4	0	1.55	0dab0979966eeb9928e1c065b5e63c8a2690a813	0dab0979966eeb9928e1c065b5e63c8a2690a813	IDENTICAL
tests/frontend/resource-management-components.test.tsx	1	0	1	1.07	b121ac1781fa0a5391b16a17ae1af44bc746dff8	b121ac1781fa0a5391b16a17ae1af44bc746dff8	IDENTICAL
tests/integration/routes/settings-admin-superadmin.p31-33.test.ts	1	78	1	2.74	adb180d1e726ec3f8a53daa8f8c17c54819cb380	adb180d1e726ec3f8a53daa8f8c17c54819cb380	IDENTICAL
tests/unit/components/SuperAdmin/BackupConfigPanel.honesty.test.tsx	0	2	0	1.32	8c0434fde5da6fc928f1c986fc4e696b92d71298	8c0434fde5da6fc928f1c986fc4e696b92d71298	IDENTICAL
tests/unit/components/SuperAdmin/DataExportPanel.honesty.test.tsx	0	2	0	1.38	ecbbaecf1f41bf7b1328c79b01f3fb7bb0bac4e6	ecbbaecf1f41bf7b1328c79b01f3fb7bb0bac4e6	IDENTICAL
tests/unit/components/SuperAdmin/EnterpriseAnalyticsPanel.honesty.test.tsx	0	5	0	1.63	49a79d0d418e7ff5124ceea14a46be13466b9d2d	49a79d0d418e7ff5124ceea14a46be13466b9d2d	IDENTICAL
tests/unit/components/SuperAdmin/EnterpriseApiManagement.honesty.test.tsx	0	6	0	1.85	2db92fd2d9037d238ab9f9b12dee7a959f88a365	2db92fd2d9037d238ab9f9b12dee7a959f88a365	IDENTICAL
tests/unit/components/SuperAdmin/EnterpriseAuditLog.honesty.test.tsx	0	4	0	1.6	5eb36b123bf52011665e508d85c7142bca3efb4d	5eb36b123bf52011665e508d85c7142bca3efb4d	IDENTICAL
tests/unit/components/SuperAdmin/EnterpriseBackupPanel.honesty.test.tsx	0	10	0	2.06	be34ceb6a11b182ffab4fe96f5b20be82928dd0a	be34ceb6a11b182ffab4fe96f5b20be82928dd0a	IDENTICAL
tests/unit/components/SuperAdmin/EnterpriseBackupPanel.test.tsx	0	4	0	1.62	fe7911271b822bd5a1e74316d2c767fd048e68d6	fe7911271b822bd5a1e74316d2c767fd048e68d6	IDENTICAL
tests/unit/components/SuperAdmin/EnterpriseConfigurationPanel.honesty.test.tsx	0	8	0	1.69	12fcdc1a3228c86f3e8aac32b0749a8b31941d94	12fcdc1a3228c86f3e8aac32b0749a8b31941d94	IDENTICAL
tests/unit/components/SuperAdmin/EnterpriseFeatureFlags.honesty.test.tsx	0	7	0	1.57	97e531ff4ae14745063692e72e1dc2567579c5d8	97e531ff4ae14745063692e72e1dc2567579c5d8	IDENTICAL
tests/unit/components/SuperAdmin/EnterpriseHealthMonitor.honesty.test.tsx	0	6	0	1.65	c8eb234eb4308df61cddf0ea6f570fdfdda0b3a9	c8eb234eb4308df61cddf0ea6f570fdfdda0b3a9	IDENTICAL
tests/unit/components/SuperAdmin/EnterpriseIntegrationsHub.honesty.test.tsx	0	5	0	1.49	38a804366a76696a636214b0e285de3a5380bf60	38a804366a76696a636214b0e285de3a5380bf60	IDENTICAL
tests/unit/components/SuperAdmin/EnterpriseSecurityPanel.honesty.test.tsx	0	9	0	1.61	ede288427b0fe3fe413d07da3280d6677187631d	ede288427b0fe3fe413d07da3280d6677187631d	IDENTICAL
tests/unit/components/SuperAdmin/LegalPanel.honesty.test.tsx	0	5	0	1.39	cd430951d561598244b712a0c7ed125c8f4cad8b	cd430951d561598244b712a0c7ed125c8f4cad8b	IDENTICAL
tests/unit/components/SuperAdmin/components/ABTestingDashboard.honesty.test.tsx	0	3	0	1.48	8af414d3b8b0972e4ab53f4d40e6f964340c6b2e	8af414d3b8b0972e4ab53f4d40e6f964340c6b2e	IDENTICAL
tests/unit/components/SuperAdmin/components/AI/UsageAnalyticsDashboard.honesty.test.tsx	0	5	0	1.28	69d375f976d7936ddf637fb10189d452ed3d6202	69d375f976d7936ddf637fb10189d452ed3d6202	IDENTICAL
tests/unit/components/SuperAdmin/components/AICostDashboard.honesty.test.tsx	0	5	0	1.35	4a813baf0fda250af949ce42235d82ef6f969d29	4a813baf0fda250af949ce42235d82ef6f969d29	IDENTICAL
tests/unit/components/SuperAdmin/components/AIPerformanceDashboard.honesty.test.tsx	0	5	0	1.19	aac32d5abb0c903b55bc2929768e43550927a06f	aac32d5abb0c903b55bc2929768e43550927a06f	IDENTICAL
tests/unit/components/SuperAdmin/components/PromptManagementUI.honesty.test.tsx	0	6	0	1.45	ab4802edccf3a64ea3a30fa834ab0cadb68de5c1	ab4802edccf3a64ea3a30fa834ab0cadb68de5c1	IDENTICAL
tests/unit/components/SuperAdmin/components/SLADashboard.honesty.test.tsx	0	5	0	1.17	7c47593180bf011fa4d7059ceee22417b4c84058	7c47593180bf011fa4d7059ceee22417b4c84058	IDENTICAL
tests/unit/views/superadmin/AIBudgetsView.honesty.test.tsx	0	12	0	2.14	d2ee6c5cd40e9fe6f199587aaba9031d3483d269	d2ee6c5cd40e9fe6f199587aaba9031d3483d269	IDENTICAL
tests/unit/views/superadmin/AIGovernanceTab.honesty.test.tsx	0	8	0	1.63	0041b4f02e7f0567ce022625942d62fed6e10654	0041b4f02e7f0567ce022625942d62fed6e10654	IDENTICAL
tests/unit/views/superadmin/AIIntelligenceView.honesty.test.tsx	0	4	0	1.71	0fb92a3e2ac5634e4b555ee4df4060fb06e8381b	0fb92a3e2ac5634e4b555ee4df4060fb06e8381b	IDENTICAL
tests/unit/views/superadmin/AIUseCaseControlPlane.honesty.test.tsx	0	5	0	1.32	1dc700e97d6a51f06307b53d569f477070caa191	1dc700e97d6a51f06307b53d569f477070caa191	IDENTICAL
tests/unit/views/superadmin/APIManagementView.webhooks.test.tsx	0	12	0	2.06	2cefceae23ba395fc56a25cefa436d41eb553963	2cefceae23ba395fc56a25cefa436d41eb553963	IDENTICAL
tests/unit/views/superadmin/AdminAuditLogsView.honesty.test.tsx	0	10	0	2.23	0177bea364709a901dc4d401aa7ed1288ee57c2b	0177bea364709a901dc4d401aa7ed1288ee57c2b	IDENTICAL
tests/unit/views/superadmin/AdminSessionsView.honesty.test.tsx	0	8	0	2.04	ac43f3afbb1e934e88cbd775dd1240e75a9a4651	ac43f3afbb1e934e88cbd775dd1240e75a9a4651	IDENTICAL
tests/unit/views/superadmin/ApprovalWorkflowsView.honesty.test.tsx	0	8	0	2.36	b9b92a7532bcb49024315c7e605b781c13cdba49	b9b92a7532bcb49024315c7e605b781c13cdba49	IDENTICAL
tests/unit/views/superadmin/AuditEventsViewer.honesty.test.tsx	0	5	0	1.65	db1ed1cefe43aee82ba27c5666f3a4633e53f065	db1ed1cefe43aee82ba27c5666f3a4633e53f065	IDENTICAL
tests/unit/views/superadmin/BillingCenterView.honesty.test.tsx	0	3	0	1.66	9fd8880aaf836053263d497b84f95f234b6012bb	9fd8880aaf836053263d497b84f95f234b6012bb	IDENTICAL
tests/unit/views/superadmin/BillingCenterView.operationalCosts.test.tsx	0	3	0	1.5	8175b14560f10ac26a534250e369400f44580aab	8175b14560f10ac26a534250e369400f44580aab	IDENTICAL
tests/unit/views/superadmin/ComplianceCenterView.honesty.test.tsx	0	7	0	2.24	30c91b53ea43b54121b30cb29efdfbf5532760e8	30c91b53ea43b54121b30cb29efdfbf5532760e8	IDENTICAL
tests/unit/views/superadmin/ComplianceTab.honesty.test.tsx	0	5	0	1.48	f2c90cc6cd40783cf6a7bc031e5ed08853d81cad	f2c90cc6cd40783cf6a7bc031e5ed08853d81cad	IDENTICAL
tests/unit/views/superadmin/ContractManagementView.honesty.test.tsx	0	7	0	1.62	3aa3c48c4b649811055facd1d456cb37c97b867a	3aa3c48c4b649811055facd1d456cb37c97b867a	IDENTICAL
tests/unit/views/superadmin/CustomerAnalyticsCompliance.honesty.test.tsx	0	5	0	1.41	b18d7e3cbde26143cbe848921d8c384099a8ef55	b18d7e3cbde26143cbe848921d8c384099a8ef55	IDENTICAL
tests/unit/views/superadmin/CustomerAnalyticsView.honesty.test.tsx	0	4	0	1.41	d457ac1248acfd20c0abb61898edd4c3a22d7ecc	d457ac1248acfd20c0abb61898edd4c3a22d7ecc	IDENTICAL
tests/unit/views/superadmin/CustomerAutomationView.honesty.test.tsx	0	7	0	1.59	187f781a30a390c590fa2f92801d991691bdfc61	187f781a30a390c590fa2f92801d991691bdfc61	IDENTICAL
tests/unit/views/superadmin/CustomerCommunicationView.honesty.test.tsx	0	8	0	1.79	6436d067df498fccc5c523b48a17f72b9d10376e	6436d067df498fccc5c523b48a17f72b9d10376e	IDENTICAL
tests/unit/views/superadmin/CustomerComplianceView.honesty.test.tsx	0	4	0	1.35	6b35ba0d42ff8078662669154d4aa824f128fd7e	6b35ba0d42ff8078662669154d4aa824f128fd7e	IDENTICAL
tests/unit/views/superadmin/CustomerHealthView.honesty.test.tsx	0	6	0	1.38	2eac027ee4828264221d986e0096828494f899e2	2eac027ee4828264221d986e0096828494f899e2	IDENTICAL
tests/unit/views/superadmin/CustomerLifecycleView.honesty.test.tsx	0	7	0	1.98	10f88d473b4472df0943ce2fc159734be05f8d8f	10f88d473b4472df0943ce2fc159734be05f8d8f	IDENTICAL
tests/unit/views/superadmin/CustomerSuccessNotesView.honesty.test.tsx	0	9	0	1.75	165623f34d616fd8a2caaa334ee842de3af0a6c7	165623f34d616fd8a2caaa334ee842de3af0a6c7	IDENTICAL
tests/unit/views/superadmin/CustomerSuccessPlaybooksView.honesty.test.tsx	0	7	0	2.19	f4daafc756c31b963a71ef42b780497c071c526f	f4daafc756c31b963a71ef42b780497c071c526f	IDENTICAL
tests/unit/views/superadmin/DLPView.honesty.test.tsx	0	13	0	2.92	1a03a22f7cceb85c2179b506231ec7f0f2477d46	1a03a22f7cceb85c2179b506231ec7f0f2477d46	IDENTICAL
tests/unit/views/superadmin/DeviceManagementView.honesty.test.tsx	0	6	0	1.82	597acc8f92bee7c548fff47e1d246d3abd6a01e1	597acc8f92bee7c548fff47e1d246d3abd6a01e1	IDENTICAL
tests/unit/views/superadmin/DocumentsRAGTab.honesty.test.tsx	0	4	0	1.68	bbd4e512caea9f6404a6e71d930fb1580662f4db	bbd4e512caea9f6404a6e71d930fb1580662f4db	IDENTICAL
tests/unit/views/superadmin/GlobalSecurityPostureView.honesty.test.tsx	0	2	0	1.28	2324e8e51f689d5008aacb4b9c14103ea9401fe5	2324e8e51f689d5008aacb4b9c14103ea9401fe5	IDENTICAL
tests/unit/views/superadmin/InvoiceCenterView.honesty.test.tsx	0	3	0	1.77	420847c849dd923bfd73ebcb38be544b0698b77e	420847c849dd923bfd73ebcb38be544b0698b77e	IDENTICAL
tests/unit/views/superadmin/InvoiceCenterView.test.tsx	0	2	0	1.62	98725890563521e0ce04949d81cf4907873a349b	98725890563521e0ce04949d81cf4907873a349b	IDENTICAL
tests/unit/views/superadmin/LLMManagementView.honesty.test.tsx	0	7	0	2.61	7e0a61bd58b204055dbcf37a86fb57155e1bd330	aa15a1cab5f6038d401c433bfd7b289ce92c5331	DIFFERS
tests/unit/views/superadmin/LLMObservatoryTab.honesty.test.tsx	0	5	0	1.39	8e7482870f06b12ec94def999e05250f2266af34	8e7482870f06b12ec94def999e05250f2266af34	IDENTICAL
tests/unit/views/superadmin/MFAView.honesty.test.tsx	0	6	0	1.52	8f7d6cbba5e99b03b6aab410327f1a7647eb3fa6	8f7d6cbba5e99b03b6aab410327f1a7647eb3fa6	IDENTICAL
tests/unit/views/superadmin/MarketInboxTab.honesty.test.tsx	0	6	0	1.88	9eb27b27e5829cf0fa4fde27c62cd9f28ab19279	9eb27b27e5829cf0fa4fde27c62cd9f28ab19279	IDENTICAL
tests/unit/views/superadmin/ModelRegistryTab.honesty.test.tsx	0	5	0	1.57	7d524478c199232ee1a4f3d719b224ff45c69024	7d524478c199232ee1a4f3d719b224ff45c69024	IDENTICAL
tests/unit/views/superadmin/OrgAIPolicyTab.honesty.test.tsx	0	11	0	1.72	831397d991585b4ffa2da030e85e28ada860ca62	831397d991585b4ffa2da030e85e28ada860ca62	IDENTICAL
tests/unit/views/superadmin/OrganizationsView.honesty.test.tsx	0	23	0	3.48	47870868cbc528bd5f45672d5425f49ae6916346	47870868cbc528bd5f45672d5425f49ae6916346	IDENTICAL
tests/unit/views/superadmin/OverviewModule.honesty.test.tsx	0	7	0	1.2	d82f5a7db63f2bce3caa51b056a84f99efb9728d	d82f5a7db63f2bce3caa51b056a84f99efb9728d	IDENTICAL
tests/unit/views/superadmin/PasswordPolicyView.honesty.test.tsx	0	7	0	1.24	01343de9b951810d62915b5bfe05738016c88db0	01343de9b951810d62915b5bfe05738016c88db0	IDENTICAL
tests/unit/views/superadmin/PerformanceMetricsTab.honesty.test.tsx	0	5	0	1.44	f2368bb911ead1b900dcf7789b435093c1e5c40c	f2368bb911ead1b900dcf7789b435093c1e5c40c	IDENTICAL
tests/unit/views/superadmin/PermissionsMatrixView.honesty.test.tsx	0	6	0	2.34	36ee5c566134796dc78a1f8695f92181858f1df1	36ee5c566134796dc78a1f8695f92181858f1df1	IDENTICAL
tests/unit/views/superadmin/PolicyEnforcementTab.honesty.test.tsx	0	5	0	1.83	730cf37c18b40fd58406315b7dbea287211292eb	730cf37c18b40fd58406315b7dbea287211292eb	IDENTICAL
tests/unit/views/superadmin/PricingRegistryTab.honesty.test.tsx	0	6	0	2.07	d03ad210823c0bb22d04223f378f75f827ab5e94	d03ad210823c0bb22d04223f378f75f827ab5e94	IDENTICAL
tests/unit/views/superadmin/PurposeAssignmentsTab.honesty.test.tsx	0	8	0	2.19	dd3815c4785a56178136e490b6b31d64572aa21b	dd3815c4785a56178136e490b6b31d64572aa21b	IDENTICAL
tests/unit/views/superadmin/RoutingRulesTab.honesty.test.tsx	0	6	0	1.61	d35fc8f14a7354caf36bb683a8faf18c9b1f3d94	d35fc8f14a7354caf36bb683a8faf18c9b1f3d94	IDENTICAL
tests/unit/views/superadmin/SCIMProvisioningView.honesty.test.tsx	0	12	0	2.18	670cd4f2d406426f5591a9d5faa9a6efee3cd605	670cd4f2d406426f5591a9d5faa9a6efee3cd605	IDENTICAL
tests/unit/views/superadmin/SSOConfigurationView.honesty.test.tsx	0	2	0	1.63	acacb5701bd1e3f8d36f84cea93de8927dae71df	acacb5701bd1e3f8d36f84cea93de8927dae71df	IDENTICAL
tests/unit/views/superadmin/SavedReportsView.honesty.test.tsx	0	7	0	1.87	263569702cc1969633553e8c4525cdce8b9fcc07	263569702cc1969633553e8c4525cdce8b9fcc07	IDENTICAL
tests/unit/views/superadmin/SecurityEventsView.honesty.test.tsx	0	7	0	1.92	01e6376a4c2656709dc29f1e8e772ed23bbf8589	01e6376a4c2656709dc29f1e8e772ed23bbf8589	IDENTICAL
tests/unit/views/superadmin/SecurityIncidentsView.honesty.test.tsx	0	13	0	2.62	6dd3e16f49c8b7663e9a101f568b733887a35c43	6dd3e16f49c8b7663e9a101f568b733887a35c43	IDENTICAL
tests/unit/views/superadmin/SecurityPoliciesView.honesty.test.tsx	0	3	0	1.23	702daa8d03419095f49a05cd7fe2f46d05c869f5	702daa8d03419095f49a05cd7fe2f46d05c869f5	IDENTICAL
tests/unit/views/superadmin/StrategicDirectionsTab.honesty.test.tsx	0	5	0	1.46	877409f519567341a0d9c0866c16358bbb7f36d7	877409f519567341a0d9c0866c16358bbb7f36d7	IDENTICAL
tests/unit/views/superadmin/SuperAdminAccessRequestsView.honesty.test.tsx	0	8	0	1.38	2bedcdaef00b37b593a73511fee1729ed9cbf1ea	2bedcdaef00b37b593a73511fee1729ed9cbf1ea	IDENTICAL
tests/unit/views/superadmin/SuperAdminLegalView.honesty.test.tsx	0	10	0	2.08	1f4d983c7c76ee66788bcfc1d3325aab76741cb0	1f4d983c7c76ee66788bcfc1d3325aab76741cb0	IDENTICAL
tests/unit/views/superadmin/SuperAdminOrgDetailsModal.honesty.test.tsx	0	10	0	1.59	c433e2f59ffcc83b83462f3977eded1cddd3c55a	c433e2f59ffcc83b83462f3977eded1cddd3c55a	IDENTICAL
tests/unit/views/superadmin/SuperAdminRevenueView.honesty.test.tsx	0	2	0	1.14	247a59d526030e4316b0f74c688966368f4e40c1	247a59d526030e4316b0f74c688966368f4e40c1	IDENTICAL
tests/unit/views/superadmin/SuperAdminStorageDetailModal.honesty.test.tsx	0	6	0	1.54	4d190db7d0cb251b56cc363dcdc7da4124e4793c	4d190db7d0cb251b56cc363dcdc7da4124e4793c	IDENTICAL
tests/unit/views/superadmin/SupportTicketsView.honesty.test.tsx	0	6	0	1.91	38dc7f009ef62eaadf214ebbdb1d51f798eff5fa	38dc7f009ef62eaadf214ebbdb1d51f798eff5fa	IDENTICAL
tests/unit/views/superadmin/TenantCommandCenterView.honesty.test.tsx	0	6	0	1.2	42dadee5e373d8d43d1f6e139a97917c7ea528cd	42dadee5e373d8d43d1f6e139a97917c7ea528cd	IDENTICAL
tests/unit/views/superadmin/ThreatIntelligenceView.honesty.test.tsx	0	11	0	2.49	ce9af40992efce8c7b91f5d0490ac83ae5211d0b	ce9af40992efce8c7b91f5d0490ac83ae5211d0b	IDENTICAL
tests/unit/views/superadmin/components/BulkOperationsView.honesty.test.tsx	0	2	0	1.91	4e62b639836cb248891add629920f4db31285e72	4e62b639836cb248891add629920f4db31285e72	IDENTICAL
