public	access_code_usage	code_id	public	access_codes	id
public	ai_playbook_runs	organization_id	public	organizations	id
public	ai_playbook_runs	template_id	public	ai_playbook_templates	id
public	ai_playbook_template_versions	template_id	public	ai_playbook_templates	id
public	ai_playbook_templates	organization_id	public	organizations	id
public	ai_policies	organization_id	public	organizations	id
public	ai_prompt_versions	prompt_id	public	ai_system_prompts	id
public	ai_purpose_assignments	purpose	public	ai_purposes	purpose
public	ai_style_learning_patterns	organization_id	public	organizations	id
public	ai_style_learning_patterns	user_id	public	users	id
public	ai_usage_logs	organization_id	public	organizations	id
public	ai_usage_logs	user_id	public	users	id
public	ai_user_style_profiles	organization_id	public	organizations	id
public	ai_user_style_profiles	user_id	public	users	id
public	analysis_financial_scenarios	analysis_id	public	digitization_analyses	id
public	analysis_financials	analysis_id	public	digitization_analyses	id
public	analysis_financials	initiative_id	public	initiatives	id
public	analytics_dashboards	created_by	public	users	id
public	analytics_report_executions	executed_by	public	users	id
public	analytics_report_executions	report_id	public	analytics_reports	id
public	analytics_reports	created_by	public	users	id
public	api_key_usage	api_key_id	public	api_keys	id
public	api_keys	created_by	public	users	id
public	api_keys	organization_id	public	organizations	id
public	api_keys	rotated_from_id	public	api_keys	id
public	approval_assignments	assigned_to_user_id	public	users	id
public	approval_assignments	escalated_to_user_id	public	users	id
public	approval_assignments	org_id	public	organizations	id
public	approval_requests	organization_id	public	organizations	id
public	approval_requests	requester_id	public	users	id
public	approval_requests	resolved_by	public	users	id
public	approval_requests	workflow_id	public	approval_workflows	id
public	approval_workflows	created_by	public	users	id
public	approval_workflows	organization_id	public	organizations	id
public	approved_domains	organization_id	public	organizations	id
public	artifact_handoff_receipts	proposal_id	public	artifact_handoff_proposals	proposal_id
public	artifact_lifecycle_events	artifact_id	public	finance_artifacts	artifact_id
public	artifact_lifecycle_events	business_version_id	public	finance_business_versions	business_version_id
public	artifact_lifecycle_events	organization_id	public	finance_artifacts	organization_id
public	artifact_lifecycle_events	organization_id	public	finance_business_versions	organization_id
public	artifact_lifecycle_events	organization_id	public	organizations	id
public	assessment_area_assignments	assessment_id	public	assessments	id
public	assessment_decisions	assessment_id	public	assessments	id
public	assessment_gate_decisions	assessment_id	public	assessments	id
public	assessment_initiative_batches	assessment_id	public	assessments	id
public	assessment_initiative_batches	organization_id	public	organizations	id
public	assessment_initiative_batches	report_id	public	assessment_reports	id
public	assessment_initiative_generation_runs	assessment_id	public	assessments	id
public	assessment_initiative_generation_runs	report_id	public	assessment_reports	id
public	assessment_initiative_links	assessment_id	public	assessments	id
public	assessment_initiative_links	batch_id	public	assessment_initiative_batches	id
public	assessment_responses	assessment_id	public	assessments	id
public	assessment_reviews	assessment_id	public	assessments	id
public	assessment_sessions	assessment_id	public	assessments	id
public	assessment_user_state	assessment_id	public	assessments	id
public	assessment_versions	assessment_id	public	assessments	id
public	assessment_workflow_transitions	workflow_id	public	assessment_workflows	id
public	assessments	organization_id	public	organizations	id
public	assessments	project_id	public	projects	id
public	async_jobs	organization_id	public	organizations	id
public	attribution_events	organization_id	public	organizations	id
public	attribution_events	user_id	public	users	id
public	audit_events	actor_id	public	users	id
public	audit_events	org_id	public	organizations	id
public	audit_log	organization_id	public	organizations	id
public	audit_log	user_id	public	users	id
public	audit_logs	organization_id	public	organizations	id
public	audit_logs	user_id	public	users	id
public	audit_pack_criteria	pack_id	public	audit_packs	id
public	audit_packs	source_id	public	audit_norm_sources	id
public	audits	organization_id	public	organizations	id
public	automation_rule_executions	organization_id	public	organizations	id
public	automation_rule_executions	rule_id	public	automation_rules	id
public	automation_rule_executions	user_id	public	users	id
public	automation_rules	created_by	public	users	id
public	backup_records	organization_id	public	organizations	id
public	benefit_measurements	benefit_id	public	initiative_benefits	id
public	billing_alerts	auto_upgrade_plan_id	public	subscription_plans	id
public	billing_alerts	organization_id	public	organizations	id
public	billing_credits	organization_id	public	organizations	id
public	billing_disputes	organization_id	public	organizations	id
public	billing_email_queue	organization_id	public	organizations	id
public	billing_notification_preferences	organization_id	public	organizations	id
public	billing_refunds	invoice_id	public	invoices	id
public	billing_refunds	organization_id	public	organizations	id
public	billing_usage_events	organization_id	public	organizations	id
public	blueprint_wbs_items	template_id	public	initiative_templates	id
public	budget_alerts	budget_id	public	initiative_budgets	id
public	budget_entries	initiative_id	public	initiatives	id
public	budget_entries	organization_id	public	organizations	id
public	budget_initiative_links	budget_id	public	budgets	id
public	budget_initiative_links	budget_id	public	budgets	id
public	budget_initiative_links	initiative_id	public	initiatives	id
public	budget_initiative_links	initiative_id	public	initiatives	id
public	budget_initiative_links	organization_id	public	budgets	organization_id
public	budget_initiative_links	organization_id	public	initiatives	organization_id
public	budget_line_items	budget_id	public	initiative_budgets	id
public	budget_lines	budget_id	public	budgets	id
public	budget_overspend_signals	organization_id	public	organizations	id
public	budget_scenarios	budget_id	public	budgets	id
public	budget_snapshots	budget_id	public	budgets	id
public	budget_thresholds	organization_id	public	organizations	id
public	budget_transactions	budget_id	public	initiative_budgets	id
public	budget_transactions	line_item_id	public	budget_line_items	id
public	budgets	organization_id	public	organizations	id
public	budgets	project_id	public	projects	id
public	budgets	source_tool_session_id	public	tool_sessions	id
public	business_metric_values	metric_id	public	business_metrics	id
public	business_metrics	created_by	public	users	id
public	calendar_feed_log	organization_id	public	organizations	id
public	candidate_competency_signals	candidate_id	public	candidate_profiles	id
public	candidate_competency_signals	document_id	public	candidate_documents	id
public	candidate_documents	candidate_id	public	candidate_profiles	id
public	candidate_match_results	candidate_id	public	candidate_profiles	id
public	capabilities	category_id	public	competency_categories	id
public	capability_requirements	capability_id	public	capabilities	id
public	case_core	organization_id	public	organizations	id
public	case_core	project_id	public	projects	id
public	case_core	sponsor_user_id	public	users	id
public	case_plan_versions	case_id	public	case_core	case_id
public	case_plan_versions	supersedes_plan_version_id	public	case_plan_versions	case_plan_version_id
public	case_plan_view_state	case_plan_version_id	public	case_plan_versions	case_plan_version_id
public	case_workspace_action_proposal_decisions	action_proposal_id	public	case_workspace_action_proposals	action_proposal_id
public	case_workspace_action_proposals	capability_registry_id	public	case_workspace_capabilities	capability_registry_id
public	case_workspace_action_proposals	case_id	public	case_core	case_id
public	case_workspace_action_proposals	case_plan_version_id	public	case_plan_versions	case_plan_version_id
public	case_workspace_action_proposals	run_id	public	v8_execution_runs	run_id
public	case_workspace_action_proposals	supersedes_action_proposal_id	public	case_workspace_action_proposals	action_proposal_id
public	case_workspace_artifact_links	case_id	public	case_core	case_id
public	case_workspace_capability_idempotency_keys	capability_registry_id	public	case_workspace_capabilities	capability_registry_id
public	case_workspace_feature_flag_definitions	parent_flag_key	public	case_workspace_feature_flag_definitions	flag_key
public	case_workspace_feature_flags	flag_key	public	case_workspace_feature_flag_definitions	flag_key
public	case_workspace_gateway_evaluations	case_id	public	case_core	case_id
public	case_workspace_gateway_evaluations	run_id	public	case_workspace_run_bindings	run_id
public	case_workspace_node_result_acceptances	case_id	public	case_core	case_id
public	case_workspace_node_result_acceptances	caused_by_gateway_node_run_id	public	case_workspace_gateway_evaluations	node_run_id
public	case_workspace_node_result_acceptances	run_id	public	case_workspace_run_bindings	run_id
public	case_workspace_node_run_attempts	capability_registry_id	public	case_workspace_capabilities	capability_registry_id
public	case_workspace_node_run_attempts	node_run_id	public	case_workspace_node_runs	node_run_id
public	case_workspace_node_runs	action_proposal_id	public	case_workspace_action_proposals	action_proposal_id
public	case_workspace_node_runs	case_id	public	case_core	case_id
public	case_workspace_node_runs	run_id	public	case_workspace_run_bindings	run_id
public	case_workspace_node_runs	wait_id	public	case_workspace_waits	wait_id
public	case_workspace_run_bindings	case_id	public	case_core	case_id
public	case_workspace_run_bindings	case_plan_version_id	public	case_plan_versions	case_plan_version_id
public	case_workspace_run_bindings	run_id	public	v8_execution_runs	run_id
public	case_workspace_runs	case_id	public	case_core	case_id
public	case_workspace_runs	case_plan_version_id	public	case_plan_versions	case_plan_version_id
public	case_workspace_runs	run_id	public	case_workspace_run_bindings	run_id
public	case_workspace_value_measurements	case_id	public	case_core	case_id
public	case_workspace_waits	action_proposal_id	public	case_workspace_action_proposals	action_proposal_id
public	case_workspace_waits	case_id	public	case_core	case_id
public	case_workspace_waits	run_id	public	case_workspace_run_bindings	run_id
public	chat_handoff_owner_claims	handoff_receipt_id	public	artifact_handoff_receipts	receipt_id
public	chat_handoff_owner_claims	ingress_id	public	chat_handoff_owner_ingress	ingress_id
public	chat_handoff_owner_claims	organization_id	public	organizations	id
public	chat_handoff_owner_ingress	organization_id	public	organizations	id
public	chat_handoff_owner_ingress	proposal_id	public	artifact_handoff_proposals	proposal_id
public	chat_projects	organization_id	public	organizations	id
public	chat_projects	user_id	public	users	id
public	chat_target_mapping_attempts	ingress_id	public	chat_target_mapping_receipts	ingress_id
public	chat_target_mapping_attempts	organization_id	public	organizations	id
public	chat_target_mapping_receipts	ingress_id	public	chat_handoff_owner_ingress	ingress_id
public	chat_target_mapping_receipts	organization_id	public	organizations	id
public	checkout_sessions	organization_id	public	organizations	id
public	checkout_sessions	user_id	public	users	id
public	client_context	organization_id	public	organizations	id
public	closure_delivery_receipts	initiative_id	public	initiatives	id
public	closure_delivery_receipts	organization_id	public	organizations	id
public	cloud_import_jobs	cloud_source_id	public	cloud_sources	id
public	cloud_sources	organization_id	public	organizations	id
public	cloud_sync_log	organization_id	public	organizations	id
public	collab_session_events	session_id	public	collab_sessions	id
public	communication_plan_items	plan_id	public	communication_plans	id
public	communication_send_log	plan_item_id	public	communication_plan_items	id
public	competency_categories	organization_id	public	organizations	id
public	competency_levels	organization_id	public	organizations	id
public	compliance_records	organization_id	public	organizations	id
public	compliance_settings	organization_id	public	organizations	id
public	compute_job_outputs	job_id	public	compute_jobs	id
public	compute_job_outputs	organization_id	public	finance_artifacts	organization_id
public	compute_job_outputs	organization_id	public	organizations	id
public	compute_job_outputs	output_artifact_id	public	finance_artifacts	artifact_id
public	compute_job_outputs	output_working_revision_id	public	finance_working_revisions	working_revision_id
public	compute_job_runs	job_id	public	compute_jobs	id
public	compute_job_runs	reason_code	public	finance_reason_codes	code
public	compute_jobs	engine_manifest_id	public	finance_engine_manifests	engine_manifest_id
public	compute_jobs	input_artifact_id	public	finance_artifacts	artifact_id
public	compute_jobs	organization_id	public	finance_artifacts	organization_id
public	compute_jobs	organization_id	public	organizations	id
public	compute_jobs	reason_code	public	finance_reason_codes	code
public	compute_jobs	replayed_from_job_id	public	compute_jobs	id
public	compute_kill_switches	organization_id	public	organizations	id
public	compute_org_concurrency_limits	organization_id	public	organizations	id
public	connectors	organization_id	public	organizations	id
public	consultant_org_links	consultant_id	public	users	id
public	consultant_org_links	organization_id	public	organizations	id
public	consultant_project_access	consultant_user_id	public	users	id
public	consultant_project_access	invited_by_user_id	public	users	id
public	consultant_project_access	organization_id	public	organizations	id
public	consultant_project_access	project_id	public	projects	id
public	content_analytics	organization_id	public	organizations	id
public	content_analytics	user_id	public	users	id
public	content_categories	created_by	public	users	id
public	content_categories	organization_id	public	organizations	id
public	content_categories	parent_id	public	content_categories	id
public	content_comments	parent_comment_id	public	content_comments	id
public	content_comments	user_id	public	users	id
public	content_favorites	user_id	public	users	id
public	content_permissions	granted_by	public	users	id
public	content_permissions	organization_id	public	organizations	id
public	content_permissions	user_id	public	users	id
public	content_reviews	requested_by	public	users	id
public	content_reviews	reviewer_id	public	users	id
public	content_tag_mappings	tag_id	public	content_tags	id
public	content_tags	created_by	public	users	id
public	content_tags	organization_id	public	organizations	id
public	conversation_message_attachments	message_id	public	conversation_messages	id
public	conversation_messages	session_id	public	conversation_sessions	id
public	conversation_sessions	conversation_id	public	conversations	id
public	conversation_share_views	share_id	public	conversation_shares	id
public	conversation_shares	conversation_id	public	conversations	id
public	conversations	chat_project_id	public	chat_projects	id
public	credit_applications	credit_note_id	public	credit_notes	id
public	credit_applications	invoice_id	public	invoices	id
public	credit_notes	invoice_id	public	invoices	id
public	credit_notes	organization_id	public	organizations	id
public	custom_prompts	created_by	public	users	id
public	custom_prompts	organization_id	public	organizations	id
public	custom_statuses	organization_id	public	organizations	id
public	custom_trends	company_id	public	organizations	id
public	customer_communications	created_by	public	users	id
public	customer_contracts	organization_id	public	organizations	id
public	customer_lifecycle_transitions	from_stage_id	public	customer_lifecycle_stages	id
public	customer_lifecycle_transitions	organization_id	public	organizations	id
public	customer_lifecycle_transitions	to_stage_id	public	customer_lifecycle_stages	id
public	customer_lifecycle_transitions	transitioned_by	public	users	id
public	data_deletion_log	dsar_request_id	public	data_subject_requests	id
public	data_export_requests	organization_id	public	organizations	id
public	data_export_requests	user_id	public	users	id
public	data_residency	organization_id	public	organizations	id
public	data_retention_policies	organization_id	public	organizations	id
public	dbr77_processes	assessment_id	public	multi_framework_assessments	id
public	dbr77_workstations	assessment_id	public	multi_framework_assessments	id
public	decision_alternatives	decision_id	public	decisions	id
public	decision_comments	decision_id	public	decisions	id
public	decision_consulted_opinions	decision_id	public	decisions	id
public	decision_consulted_opinions	delegation_id	public	decision_delegations	id
public	decision_delegations	decision_id	public	decisions	id
public	decision_escalation_chain	decision_id	public	decisions	id
public	decision_escalation_log	decision_id	public	decisions	id
public	decision_history	decision_id	public	decisions	id
public	decision_impacts	decision_id	public	decisions	id
public	decision_risks	decision_id	public	decisions	id
public	decision_stakeholders	decision_id	public	decisions	id
public	decision_votes	decision_id	public	decisions	id
public	decisions	created_by	public	users	id
public	decisions	decision_maker_id	public	users	id
public	decisions	initiative_id	public	initiatives	id
public	decisions	organization_id	public	organizations	id
public	decisions	project_id	public	projects	id
public	decisions	task_id	public	tasks	id
public	delay_signals	organization_id	public	organizations	id
public	deliverable_bundle_versions	bundle_id	public	deliverable_bundles	id
public	demo_session_tenants	base_org_id	public	organizations	id
public	demo_session_tenants	session_id	public	demo_sessions	id
public	demo_session_tenants	tenant_org_id	public	organizations	id
public	demo_sessions	base_org_id	public	organizations	id
public	demo_sessions	session_org_id	public	organizations	id
public	demo_sessions	user_id	public	users	id
public	developer_settings	user_id	public	users	id
public	digitization_axis_scores	analysis_id	public	digitization_analyses	id
public	dlp_policies	created_by	public	users	id
public	dlp_policies	organization_id	public	organizations	id
public	dlp_violations	organization_id	public	organizations	id
public	dlp_violations	policy_id	public	dlp_policies	id
public	dlp_violations	resolved_by	public	users	id
public	dlp_violations	user_id	public	users	id
public	domain_verifications	organization_id	public	organizations	id
public	dsar_activity_log	request_id	public	data_subject_requests	id
public	dunning_states	organization_id	public	organizations	id
public	email_sender_verifications	organization_id	public	organizations	id
public	email_sends	organization_id	public	organizations	id
public	email_sends	template_id	public	email_templates	id
public	email_signatures	user_id	public	users	id
public	email_templates	organization_id	public	organizations	id
public	enterprise_contracts	organization_id	public	organizations	id
public	execution_action_audit	action_id	public	execution_action_registry	action_id
public	execution_action_audit	organization_id	public	organizations	id
public	execution_audit_log	changed_by	public	users	id
public	execution_audit_log	initiative_id	public	initiatives	id
public	execution_budget_delete_receipts	action_id	public	execution_action_registry	action_id
public	execution_budget_delete_receipts	organization_id	public	organizations	id
public	execution_case_links	case_id	public	case_core	case_id
public	execution_case_links	initiative_id	public	initiatives	id
public	execution_case_links	organization_id	public	organizations	id
public	execution_case_links	project_id	public	projects	id
public	execution_delivery_evidence	artifact_link_id	public	case_workspace_artifact_links	link_id
public	execution_delivery_evidence	execution_link_id	public	execution_case_links	link_id
public	execution_delivery_evidence	organization_id	public	organizations	id
public	execution_identity_aliases	execution_link_id	public	execution_case_links	link_id
public	execution_identity_aliases	legacy_case_id	public	case_core	case_id
public	execution_identity_aliases	legacy_initiative_id	public	initiatives	id
public	execution_identity_aliases	organization_id	public	organizations	id
public	execution_link_reopen_receipts	execution_link_id	public	execution_case_links	link_id
public	execution_link_reopen_receipts	organization_id	public	organizations	id
public	execution_results_signal_outbox	case_id	public	case_core	case_id
public	execution_results_signal_outbox	evidence_id	public	execution_delivery_evidence	evidence_id
public	execution_results_signal_outbox	execution_link_id	public	execution_case_links	link_id
public	execution_results_signal_outbox	initiative_id	public	initiatives	id
public	execution_results_signal_outbox	organization_id	public	organizations	id
public	execution_spine_backfill_receipts	canonical_execution_link_id	public	execution_case_links	link_id
public	execution_spine_backfill_receipts	legacy_case_id	public	case_core	case_id
public	execution_spine_backfill_receipts	legacy_execution_link_id	public	execution_case_links	link_id
public	execution_spine_backfill_receipts	legacy_initiative_id	public	initiatives	id
public	execution_spine_backfill_receipts	organization_id	public	organizations	id
public	execution_spine_backfill_receipts	run_id	public	execution_spine_backfill_runs	run_id
public	execution_spine_backfill_runs	organization_id	public	organizations	id
public	execution_spine_identity_quarantine	legacy_case_id	public	case_core	case_id
public	execution_spine_identity_quarantine	legacy_execution_link_id	public	execution_case_links	link_id
public	execution_spine_identity_quarantine	legacy_initiative_id	public	initiatives	id
public	execution_spine_identity_quarantine	organization_id	public	organizations	id
public	execution_spine_identity_quarantine	run_id	public	execution_spine_backfill_runs	run_id
public	external_digital_assessments	organization_id	public	organizations	id
public	external_digital_assessments	project_id	public	projects	id
public	facility_users	assigned_by	public	users	id
public	facility_users	facility_id	public	organization_facilities	id
public	facility_users	user_id	public	users	id
public	feature_update_events	organization_id	public	organizations	id
public	feature_update_events	update_id	public	feature_updates	id
public	feature_update_events	user_id	public	users	id
public	feature_update_reads	update_id	public	feature_updates	id
public	feature_update_reads	user_id	public	users	id
public	feature_updates	created_by	public	users	id
public	feature_updates	organization_id	public	organizations	id
public	feature_votes	feature_id	public	feature_requests	id
public	feature_votes	user_id	public	users	id
public	feedback	user_id	public	users	id
public	feedback_analysis	feedback_id	public	system_feedback	id
public	feedback_comments	feedback_id	public	feedback_items	id
public	feedback_comments	user_id	public	users	id
public	feedback_status_history	feedback_id	public	system_feedback	id
public	feedback_votes	feedback_id	public	feedback_items	id
public	feedback_votes	user_id	public	users	id
public	finance_analysis_benchmarks	business_version_id	public	finance_business_versions	business_version_id
public	finance_analysis_benchmarks	kpi_catalog_id	public	finance_analysis_kpi_catalog	id
public	finance_analysis_benchmarks	organization_id	public	finance_business_versions	organization_id
public	finance_analysis_definitions	business_version_id	public	finance_business_versions	business_version_id
public	finance_analysis_definitions	organization_id	public	finance_business_versions	organization_id
public	finance_analysis_kpi_catalog	organization_id	public	organizations	id
public	finance_analysis_kpi_catalog	superseded_by_id	public	finance_analysis_kpi_catalog	id
public	finance_analysis_kpi_values	business_version_id	public	finance_business_versions	business_version_id
public	finance_analysis_kpi_values	entity_id	public	finance_stmt_entities	id
public	finance_analysis_kpi_values	kpi_catalog_id	public	finance_analysis_kpi_catalog	id
public	finance_analysis_kpi_values	organization_id	public	finance_business_versions	organization_id
public	finance_analysis_kpi_values	period_id	public	finance_stmt_periods	period_id
public	finance_analysis_variance	business_version_id	public	finance_business_versions	business_version_id
public	finance_analysis_variance	entity_id	public	finance_stmt_entities	id
public	finance_analysis_variance	kpi_catalog_id	public	finance_analysis_kpi_catalog	id
public	finance_analysis_variance	organization_id	public	finance_business_versions	organization_id
public	finance_analysis_variance	period_id	public	finance_stmt_periods	period_id
public	finance_artifact_aliases	artifact_id	public	finance_artifacts	artifact_id
public	finance_artifact_aliases	business_version_id	public	finance_business_versions	business_version_id
public	finance_artifact_aliases	organization_id	public	finance_artifacts	organization_id
public	finance_artifacts	current_business_version_id	public	finance_business_versions	business_version_id
public	finance_artifacts	organization_id	public	organizations	id
public	finance_baseline_assumptions	base_period_id	public	finance_stmt_periods	period_id
public	finance_baseline_assumptions	business_version_id	public	finance_business_versions	business_version_id
public	finance_baseline_assumptions	entity_id	public	finance_stmt_entities	id
public	finance_baseline_assumptions	organization_id	public	finance_business_versions	organization_id
public	finance_baseline_assumptions	period_id	public	finance_stmt_periods	period_id
public	finance_baseline_backtest_line_results	backtest_run_id	public	finance_baseline_backtest_runs	id
public	finance_baseline_backtest_line_results	backtest_run_id	public	finance_baseline_backtest_runs	id
public	finance_baseline_backtest_line_results	canonical_line_id	public	financial_statement_lines	id
public	finance_baseline_backtest_line_results	entity_id	public	finance_stmt_entities	id
public	finance_baseline_backtest_line_results	organization_id	public	finance_baseline_backtest_runs	organization_id
public	finance_baseline_backtest_line_results	period_id	public	finance_stmt_periods	period_id
public	finance_baseline_backtest_runs	actual_statement_pack_business_version_id	public	finance_business_versions	business_version_id
public	finance_baseline_backtest_runs	baseline_business_version_id	public	finance_business_versions	business_version_id
public	finance_baseline_backtest_runs	holdout_period_end_id	public	finance_stmt_periods	period_id
public	finance_baseline_backtest_runs	holdout_period_start_id	public	finance_stmt_periods	period_id
public	finance_baseline_backtest_runs	organization_id	public	finance_business_versions	organization_id
public	finance_baseline_backtest_runs	organization_id	public	finance_business_versions	organization_id
public	finance_baseline_context_command_receipts	business_version_id	public	finance_baseline_workspace_contexts	business_version_id
public	finance_baseline_context_command_receipts	created_by	public	users	id
public	finance_baseline_context_command_receipts	organization_id	public	finance_baseline_workspace_contexts	organization_id
public	finance_baseline_context_command_receipts	organization_id	public	organizations	id
public	finance_baseline_models	business_version_id	public	finance_business_versions	business_version_id
public	finance_baseline_models	organization_id	public	finance_business_versions	organization_id
public	finance_baseline_outputs	business_version_id	public	finance_business_versions	business_version_id
public	finance_baseline_outputs	canonical_line_id	public	financial_statement_lines	id
public	finance_baseline_outputs	entity_id	public	finance_stmt_entities	id
public	finance_baseline_outputs	organization_id	public	finance_business_versions	organization_id
public	finance_baseline_outputs	period_id	public	finance_stmt_periods	period_id
public	finance_baseline_schedules	business_version_id	public	finance_business_versions	business_version_id
public	finance_baseline_schedules	effective_from_period_id	public	finance_stmt_periods	period_id
public	finance_baseline_schedules	effective_to_period_id	public	finance_stmt_periods	period_id
public	finance_baseline_schedules	entity_id	public	finance_stmt_entities	id
public	finance_baseline_schedules	organization_id	public	finance_business_versions	organization_id
public	finance_baseline_solver_diagnostics	business_version_id	public	finance_business_versions	business_version_id
public	finance_baseline_solver_diagnostics	compute_job_id	public	compute_jobs	id
public	finance_baseline_solver_diagnostics	organization_id	public	finance_business_versions	organization_id
public	finance_baseline_solver_diagnostics	period_id	public	finance_stmt_periods	period_id
public	finance_baseline_workspace_contexts	business_version_id	public	finance_business_versions	business_version_id
public	finance_baseline_workspace_contexts	configured_by	public	users	id
public	finance_baseline_workspace_contexts	entity_id	public	finance_stmt_entities	id
public	finance_baseline_workspace_contexts	opening_balance_sheet_period_id	public	finance_stmt_periods	period_id
public	finance_baseline_workspace_contexts	organization_id	public	finance_business_versions	organization_id
public	finance_baseline_workspace_contexts	organization_id	public	finance_business_versions	organization_id
public	finance_baseline_workspace_contexts	organization_id	public	finance_business_versions	organization_id
public	finance_baseline_workspace_contexts	organization_id	public	organizations	id
public	finance_baseline_workspace_contexts	source_analysis_version_id	public	finance_business_versions	business_version_id
public	finance_baseline_workspace_contexts	source_statement_version_id	public	finance_business_versions	business_version_id
public	finance_budget_approval_command_receipts	approved_by	public	users	id
public	finance_budget_approval_command_receipts	budget_id	public	budget_snapshots	budget_id
public	finance_budget_approval_command_receipts	budget_id	public	budgets	id
public	finance_budget_approval_command_receipts	organization_id	public	budgets	organization_id
public	finance_budget_approval_command_receipts	organization_id	public	organizations	id
public	finance_budget_approval_command_receipts	snapshot_id	public	budget_snapshots	id
public	finance_budget_discard_command_receipts	archived_by	public	users	id
public	finance_budget_discard_command_receipts	budget_id	public	budgets	id
public	finance_budget_discard_command_receipts	organization_id	public	budgets	organization_id
public	finance_budget_discard_command_receipts	organization_id	public	organizations	id
public	finance_budget_document_import_receipts	budget_id	public	budgets	id
public	finance_budget_document_import_receipts	imported_by	public	users	id
public	finance_budget_document_import_receipts	organization_id	public	budgets	organization_id
public	finance_budget_document_import_receipts	organization_id	public	organizations	id
public	finance_budget_initiative_link_receipts	budget_id	public	budgets	id
public	finance_budget_initiative_link_receipts	created_by	public	users	id
public	finance_budget_initiative_link_receipts	initiative_id	public	initiatives	id
public	finance_budget_initiative_link_receipts	organization_id	public	budgets	organization_id
public	finance_budget_initiative_link_receipts	organization_id	public	initiatives	organization_id
public	finance_budget_initiative_link_receipts	organization_id	public	organizations	id
public	finance_budget_initiative_unlink_receipts	budget_id	public	budgets	id
public	finance_budget_initiative_unlink_receipts	created_by	public	users	id
public	finance_budget_initiative_unlink_receipts	initiative_id	public	initiatives	id
public	finance_budget_initiative_unlink_receipts	organization_id	public	budgets	organization_id
public	finance_budget_initiative_unlink_receipts	organization_id	public	initiatives	organization_id
public	finance_budget_initiative_unlink_receipts	organization_id	public	organizations	id
public	finance_budget_line_command_receipts	budget_id	public	budget_lines	budget_id
public	finance_budget_line_command_receipts	budget_id	public	budgets	id
public	finance_budget_line_command_receipts	created_by	public	users	id
public	finance_budget_line_command_receipts	line_id	public	budget_lines	id
public	finance_budget_line_command_receipts	organization_id	public	budgets	organization_id
public	finance_budget_line_command_receipts	organization_id	public	organizations	id
public	finance_budget_projection_command_receipts	budget_id	public	budget_scenarios	budget_id
public	finance_budget_projection_command_receipts	budget_id	public	budgets	id
public	finance_budget_projection_command_receipts	created_by	public	users	id
public	finance_budget_projection_command_receipts	organization_id	public	budgets	organization_id
public	finance_budget_projection_command_receipts	organization_id	public	organizations	id
public	finance_budget_projection_command_receipts	scenario_id	public	budget_scenarios	id
public	finance_budget_registration_receipts	budget_id	public	budgets	id
public	finance_budget_registration_receipts	created_by	public	users	id
public	finance_budget_registration_receipts	organization_id	public	budgets	organization_id
public	finance_budget_registration_receipts	organization_id	public	organizations	id
public	finance_budget_registration_receipts	source_tool_session_id	public	tool_sessions	id
