40	0	server/src/routes/v8/__tests__/public-anna.routes.test.ts	24	24	0	0	0	true
41	0	tests/unit/backend/routes/workbook.routes.templates-c3.test.ts	6	6	0	0	0	true
42	0	tests/unit/backend/controllers/authController.test.js	19	19	0	0	0	true
43	0	server/src/routes/__tests__/m13-cross-org-idor.test.ts	18	18	0	0	0	true
44	0	server/src/routes/__tests__/rollout.routes.test.ts	15	15	0	0	0	true
45	0	tests/integration/mywork/my-work.map-shared-write.contract.test.ts	10	10	0	0	0	true
46	0	tests/integration/mywork/my-work.shared-map-routes.contract.test.ts	11	11	0	0	0	true
47	0	tests/integration/routes/executionAnalytics.routes.test.ts	14	14	0	0	0	true
48	0	tests/integration/admin/admin-cross-org-idor.test.ts	15	15	0	0	0	true
49	0	tests/integration/results/resultsExtended.routes.test.ts	37	37	0	0	0	true
50	0	tests/integration/routes/v8.finance-intelligence.test.ts	19	19	0	0	0	true
51	0	server/src/routes/__tests__/adminP32.routes.test.ts	15	15	0	0	0	true
52	0	tests/unit/backend/routes/h64-failsoft.test.ts	10	10	0	0	0	true
53	0	server/src/routes/__tests__/financial-modeling.routes.validation.test.ts	15	15	0	0	0	true
54	0	tests/unit/backend/routes/h64-failsoft-batch4.test.ts	14	14	0	0	0	true
55	0	tests/integration/routes/rolloutExtensions.routes.test.ts	17	17	0	0	0	true
56	0	tests/unit/backend/agentPlan.routes.test.ts	37	37	0	0	0	true
57	0	server/src/services/v8/__tests__/v8-smoke-offline-validation.test.ts	27	27	0	0	0	true
58	0	server/src/services/v8/__tests__/v8-smoke-suite.test.ts	42	42	0	0	0	true
59	0	tests/integration/routes/presentations.share-revoke-and-rate-limit.route.test.ts	5	5	0	0	0	true
60	0	tests/integration/organization/competency-auth.test.ts	11	11	0	0	0	true
61	0	server/src/services/v8/__tests__/v8-operator-monitoring.test.ts	10	10	0	0	0	true
62	0	tests/integration/routes/artifact-runs.approve-vs-review-boundary.sqlite.integration.test.ts	5	5	0	0	0	true
63	0	tests/integration/system/health.noChildProcess.contract.test.ts	8	8	0	0	0	true
64	0	server/src/routes/resultsVnext/__tests__/roiPir.routes.test.ts	26	26	0	0	0	true
65	0	tests/integration/assessment/drd-assessment-roundtrip.contract.test.ts	6	6	0	0	0	true
66	0	tests/integration/admin/adminBackup.no-demo.test.ts	3	3	0	0	0	true
67	0	server/src/routes/v8/__tests__/multiplayer.routes.test.ts	8	8	0	0	0	true
68	0	tests/resultsVnext/okr/okrRbacGuard.test.ts	11	11	0	0	0	true
69	0	server/src/routes/__tests__/workbook-org-context.routes.test.ts	6	6	0	0	0	true
70	0	tests/integration/ai/pinned-insights.routes.test.ts	5	5	0	0	0	true
71	0	tests/integration/admin/adminSsoSelf.routes.test.ts	12	12	0	0	0	true
72	0	tests/integration/document-studio/export-qa-gate.routes.test.ts	5	5	0	0	0	true
