id,status,planned_start_date,planned_end_date,baseline_start_date,baseline_end_date,schedule_shift_count
"a3b18eb9-df16-4430-9b7f-29a14f1dbb21","DRAFT","","","","","0"
"d42593eb-4923-41b3-966a-22641cb13790","DRAFT","","","","","0"
"6681c753-2556-49c9-b21b-18348e2e61a2","DRAFT","","","","","0"
"8fbfa2f6-ae23-4cf9-a0c6-cea27faf3875","DRAFT","","","","","0"
"a30f2a7a-d624-480f-88d3-b50cef910ec6","DRAFT","","","","","0"
"2bfb5559-5e41-413c-8e31-a9ecc24300f0","DRAFT","","","","","0"
"adec3630-ce63-4370-ae15-5178d690dc46","DRAFT","","","","","0"
"4dca44dc-97b9-4acc-9573-25da60d00afc","DRAFT","","","","","0"
"21d37a8f-a930-497f-ad07-0ebecdc7b5ad","DRAFT","","","","","0"
"c227b3c2-9db2-492d-8d55-7bef8809e2b0","DRAFT","","","","","0"
"741fd062-709e-47e7-a036-567f86524e42","DRAFT","","","","","0"
"a31b6a15-25ea-4659-a3a3-dad3d3727513","DRAFT","","","","","0"
"dbeaf606-0675-4294-bb02-d1ea8a559db3","DRAFT","","","","","0"
"15b13fa7-efe0-4c2b-81df-5d512713d05d","DRAFT","","","","","0"
"866b9bc9-239c-46ed-9eec-40d4aa44e456","DRAFT","","","","","0"
"bbf1e25d-45dc-420e-b595-802bb253d18b","DRAFT","","","","","0"
"b160c52e-6c6a-49b6-a122-e676c3c17a24","DRAFT","","","","","0"
"43b8af59-d0c3-493d-a713-b26a7ac00493","DRAFT","","","","","0"
"ca3c1afd-d7e8-4d64-bb57-df1cf6b7d6ed","DRAFT","","","","","0"
"f49f41bd-cc88-4f03-8059-c3be7ecd0d2b","DRAFT","","","","","0"
"ab7549de-a1da-4999-a533-de310cdc7854","DRAFT","","","","","0"
"98b6b39f-5fd5-4529-88f3-da9a9c8d76b0","DRAFT","","","","","0"
"575f63f4-0b38-47b6-83bd-75b93adce3a1","DRAFT","","","","","0"
"6c1e3ebc-a3f1-4f78-940e-54c03fc49747","DRAFT","","","","","0"
"a9435893-9209-48e9-8209-c8669d87b6a3","DRAFT","","","","","0"
"7faf1570-617a-41a7-b207-cd1c7f3135f4","DRAFT","","","","","0"
"bed25619-068c-4036-a1b9-b76a46c55577","DRAFT","","","","","0"
"166c518d-1310-4544-a496-8f3b25aeec1e","DRAFT","","","","","0"
"41d9d296-8fe3-41b9-806d-c0cb88c6ab76","DRAFT","","","","","0"
"cbdbf7eb-b5e2-4ed8-a5de-5c945f00b179","DRAFT","","","","","0"
"8f2f99ff-418b-429b-a7db-e8890ea1b30b","DRAFT","","","","","0"
"c1f42540-c41e-42c8-bc0b-3dbef5935369","DRAFT","","","","","0"
"f6e64d76-15df-4bd8-abe2-7abaab9cb80c","DRAFT","","","","","0"
"48bdb71d-c154-4b2c-ae8b-547f220c2c16","DRAFT","","","","","0"
"ebc3a505-8bf1-4ed9-a365-86cf83454e18","DRAFT","","","","","0"
"seed:wyniki-dbr77-20260905|a3e05d4a-5397-419d-b486-8e44366c0063|automatyzacja-magazynu-wip","IN_EXECUTION","","","","","0"
"d3bc32b2-ca68-456f-8af9-a432d6f10442","IN_EXECUTION","","2026-05-05T04:48:16.128Z","","2026-05-05 06:48:16.128","0"
"a3e05d4a-5397-419d-b486-8e44366c0063--acceptance--initiative","IN_EXECUTION","","","","","0"
"5317c99f-1710-4e92-a65f-c56e5c38b3dd","IN_EXECUTION","","2026-04-05T04:48:16.128Z","","2026-04-05 06:48:16.128","0"
"seed:wyniki-dbr77-20260905|a3e05d4a-5397-419d-b486-8e44366c0063|robotyzacja-gniazda-spawalniczego","IN_EXECUTION","","","","","0"
"seed:wyniki-dbr77-20260905|a3e05d4a-5397-419d-b486-8e44366c0063|system-wizyjny-kontroli-jakosci","IN_EXECUTION","","","","","0"
"7eb944f9-c5b9-4162-8bff-23b0d620f9f3","PENDING_APPROVAL","2026-03-20T06:48:16.128Z","2026-09-02T04:48:16.128Z","2026-03-20 07:48:16.128","2026-09-02 06:48:16.128","0"
"5c7d8726-4bcf-4177-ad32-ed63f5927826","PENDING_APPROVAL","","","","","0"
"b8f28cea-36b4-4f12-802e-634bf10c4d5a","PENDING_APPROVAL","","","","","0"
"e3b0a66a-dc86-4730-84e0-cdffb66cbed6","PENDING_APPROVAL","","","","","0"
"5b93a275-0ed8-4f90-902a-4c521ece649e","REJECTED","2026-03-13T06:48:16.128Z","2026-08-03T04:48:16.128Z","2026-03-13 07:48:16.128","2026-08-03 06:48:16.128","0"
"demo-init-approved-01","REJECTED","2026-03-13T06:48:16.128Z","2026-08-03T04:48:16.128Z","2026-03-13 07:48:16.128","2026-08-03 06:48:16.128","0"
"23ba3557-8440-41c7-886f-d67948027463","REJECTED","2026-03-20T06:48:16.128Z","2026-09-02T04:48:16.128Z","2026-03-20 07:48:16.128","2026-09-02 06:48:16.128","0"
"demo-init-planning-01","REJECTED","2026-03-20T06:48:16.128Z","2026-09-02T04:48:16.128Z","2026-03-20 07:48:16.128","2026-09-02 06:48:16.128","0"
"6e41f39e-f296-56ae-b454-f183ef65e766","REJECTED","","","","","0"
"817e22c0-aa7b-4c80-853a-4ba443cf1202","REJECTED","","","","","0"
"5f687458-93ce-4787-93eb-81014852a614","REJECTED","","2026-05-05T04:48:16.128Z","","2026-05-05 06:48:16.128","0"
"demo-init-executing-01","REJECTED","","2026-05-05T04:48:16.128Z","","2026-05-05 06:48:16.128","0"
"demo-init-review-02","REJECTED","","","","","0"
"5faeae4e-d8a5-4c43-a7a5-2444a124f703","REJECTED","","","","","0"
"14dcdb6b-c701-4efc-81be-96b501368ce4","REJECTED","","","","","0"
"demo-init-executing-03","REJECTED","","2026-04-05T04:48:16.128Z","","2026-04-05 06:48:16.128","0"
"c92485ea-b906-4586-b209-bc5bcb9bfff0","REJECTED","","2026-04-05T04:48:16.128Z","","2026-04-05 06:48:16.128","0"
"demo-init-scheduled-01","REJECTED","2026-03-09T06:48:16.128Z","2026-06-04T04:48:16.128Z","2026-03-09 07:48:16.128","2026-06-04 06:48:16.128","0"
"1c9bb549-83e7-4017-b996-f1400f724c82","REJECTED","2026-03-09T06:48:16.128Z","2026-06-04T04:48:16.128Z","2026-03-09 07:48:16.128","2026-06-04 06:48:16.128","0"
