PATH	CLASS	WHY
Harvard/wdrozenie-100/_ODBIOR_TABELE_PREVIEW_2026-07-27.md	KEEP_CONTEXTUAL_DOC	history + decision records
Harvard/wdrozenie-100/_OGNIWO_8_DIAGNOZA_2026-07-28.md	KEEP_CONTEXTUAL_DOC	history + decision records
Harvard/wdrozenie-100/_PLAN_NAPRAWY_UI_2026-07-27.md	KEEP_CONTEXTUAL_DOC	history + decision records
Harvard/wdrozenie-100/_PROGRAM_NAPRAWCZY_IDEE_2026-07-27.md	KEEP_CONTEXTUAL_DOC	history + decision records
Harvard/wdrozenie-100/_PROTOKOL_WERYFIKACJI_MAILA_2026-08-10.md	KEEP_CONTEXTUAL_DOC	history + decision records
Harvard/wdrozenie-100/_PRZEJSCIE_MODUL_DOKUMENTY_2026-07-28.md	KEEP_CONTEXTUAL_DOC	history + decision records
Harvard/wdrozenie-100/_RAPORT_NOC_IDEE_2026-07-27.md	KEEP_CONTEXTUAL_DOC	history + decision records
Harvard/wdrozenie-100/_SPEC_GENERATOR_TEMPLATOW_2026-07-28.md	KEEP_CONTEXTUAL_DOC	history + decision records
Harvard/wdrozenie-100/_SPEC_PRACA_NA_SLAJDACH_2026-07-28.md	KEEP_CONTEXTUAL_DOC	history + decision records
M08_COMPLETE_MVP_REACCEPTANCE.md	KEEP_DOC_PACKAGE	handover/checkpoint notes
M09_COMPLETE_MVP_REACCEPTANCE.md	KEEP_DOC_PACKAGE	handover/checkpoint notes
M09_COMPLETE_MVP_SUPPLEMENT.md	KEEP_DOC_PACKAGE	handover/checkpoint notes
M09_MVP_DEMO_STATUS.md	KEEP_DOC_PACKAGE	handover/checkpoint notes
M12_COMPLETE_MVP_REPORT.md	KEEP_DOC_PACKAGE	handover/checkpoint notes
M14_COMPLETE_MVP_REPORT.md	KEEP_DOC_PACKAGE	handover/checkpoint notes
M15_COMPLETE_MVP_REPORT.md	KEEP_DOC_PACKAGE	handover/checkpoint notes
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/BULK_RECON_HANDOFF_2026-08-03.md	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/_run_log.txt	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/admin-panel/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/admin-panel/my-documents.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/admin-panel/project-documents.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/assessment/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/assessment/initiatives.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/assessment/outputs.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/assessment/processes.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/assessment/reports.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/audits/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/audits/my-documents.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/audits/project-documents.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/chat/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/execution/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/execution/all.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/execution/management.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/execution/reporting.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/execution/rollout.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/execution/summary.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/finance/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/finance/analysis.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/finance/enterprise-valuation.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/finance/models.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/finance/prediction.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/active.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/all.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/analysis.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/candidates.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/goals.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/new-initiative.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/observability.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/initiatives/portfolio-health.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/assign.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/assigned.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/initiatives.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/insights.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/sessions.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/interview/templates.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/materials/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/materials/documents.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/meeting/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/meeting/my-documents.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/meeting/project-documents.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/calendar.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/client-vault.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/decisions.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/inbox.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/manager.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/notebook.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/run-agent.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/my-work/tasks.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/organization/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/organization/my-documents.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/organization/project-documents.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/results/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/settings/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/settings/my-documents.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/settings/project-documents.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/tools/00_landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/tools/add-tool.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/tools/initiatives.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/tools/outputs.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/tools/reports.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/screens/tools/sessions.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/bulk-recon-sha-ad41701753/table-audit.mjs	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/sha-ad41701753/01-chat/inventory-checkpoint-a.md	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-acceptance/2026-08-03/sha-ad41701753/01-chat/inventory-checkpoint-a2.md	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/MISSING_CAPTURE_QUEUE.csv	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/README.md	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/blocked/assessment__outputs__empty-no-selection__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/blocked/materials__excel__not-implemented__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/blocked/my-work__decision__object-open-broken__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tables/assessment__initiatives__full__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tables/assessment__reports__full__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/assessment__drd__object-open__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/assessment__library__full__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/discovery__insight__object-open__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/discovery__template-builder__object-open__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/finance__analysis__object-open__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/finance__model__object-open__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/finance__statements__object-open__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/finance__valuation__object-open__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/initiatives__initiative__object-open__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/materials__presentation__object-open__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/materials__word__object-open__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/my-work__notebook__object-open__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/my-work__run-agent__builder__dark__desktop-02.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/my-work__run-agent__builder__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/my-work__task__object-open__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/tools/results__kpi__detail-drawer__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/wizards/discovery__ai-initiative-wizard__step-01-insights__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/wizards/discovery__ai-insight-creator__step-01-define__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/wizards/materials__new-document__start-mode__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/wizards/materials__new-template__start-mode__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-3f58e5ce7e-surface-registry-2026-08-04/wizards/materials__new-template__type-picker__dark__desktop.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__001__module__depth2-landing.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__002__landing-title-status-urgency-type-section__table-full.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__003__landing-title-status-urgency-type-section__table-kebab.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__004__landing-title-status-urgency-type-section__table-context-menu.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__005__tab-ideas__depth2-surface.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__006__tab-ideas-title-stage-tags-tool__table-full.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__007__tab-ideas-title-stage-tags-tool__table-kebab.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__008__tab-notebook__depth2-surface.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__009__tab-notebook-notebook-type-context-notes-updated__table-full.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__010__tab-inbox__depth2-surface.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__011__tab-inbox-title-status-urgency-type-section__table-full.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__012__tab-inbox-title-status-urgency-type-section__table-kebab.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__013__tab-inbox-title-status-urgency-type-section__table-context-menu.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__014__tab-tasks__depth2-surface.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__015__tab-tasks-task-status-priority-due-date-assignee__table-full.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__016__tab-tasks-task-status-priority-due-date-assignee__table-kebab.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__017__tab-tasks-task-status-priority-due-date-assignee__table-context-menu.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__018__tab-decisions__depth2-surface.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__019__tab-decisions-decision-type-status-priority-due-date__table-full.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__020__tab-decisions-decision-type-status-priority-due-date__table-kebab.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__021__tab-decisions-decision-type-status-priority-due-date__table-context-menu.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__022__tab-client-vault__depth2-surface.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__023__tab-client-vault-name-documents-size-in-ai-knowledge-indexing-errors__table-full.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__024__tab-client-vault-name-documents-size-in-ai-knowledge-indexing-errors__table-kebab.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__025__tab-client-vault-name-documents-size-in-ai-knowledge-indexing-errors__table-context-menu.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__026__tab-run-agent__depth2-surface.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__027__tab-run-agent-name-status-progress-scheduled-for-last-run__table-full.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__028__tab-run-agent-name-status-progress-scheduled-for-last-run__table-kebab.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
artifacts/visual-current-state/sha-ad41701753-depth2-p0/02-my-work/02-my-work__029__tab-run-agent-name-status-progress-scheduled-for-last-run__table-context-menu.png	QUARANTINE_RUNTIME	run artifacts, generated/screenshots
