path	classification	candidate_sha
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/light-print-page-1.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/light-print-page-2.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/light-print-page-3.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/light-print-page-4.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/light-print-preview.pdf	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/light-slide-01-cover.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/light-slide-02.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/light-slide-03.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/evidence/h2-slide/light-slide-04.png	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/INDEX.md	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/a3-problem-solving.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/ai-discovery.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/ambition-decomposer.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/capability-mapper.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/dms-builder.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/dynamic-swot.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/evidence/h3-archetype-promote.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/evidence/h3-contract-tests.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/evidence/h3-h32.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/evidence/h3-migrate.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/evidence/h3-scratch-report-presentation.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/evidence/h3-swot-integ.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/evidence/h3-tls04.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/focus-tradeoff.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/growth-paths.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/inventory-autopilot.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/market-forces.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/narrative-engine.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/pain-explorer.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/portfolio-priority.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/process-automation.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/risk-uncertainty.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/rpa-scanner.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/smed-planner.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/sop-builder.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/readiness/value-chain.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/00_BATCH_PLAN_AND_STATUS.md	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/backend-sec-perf.PARTIAL.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/g3-baseline/backend-sec-perf.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/g3-baseline/hooks-store.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/g3-baseline/integration.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/g3-baseline/src-and-server-src.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/g3-baseline/targeted-discovery-components.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/g3-baseline/targeted-new-integration-tests.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/g3-candidate/backend-sec-perf.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/g3-candidate/hooks-store.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/g3-candidate/integration.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/g3-candidate/src-and-server-src.CLASSIFICATION.md	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/g3-candidate/src-and-server-src.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/g3-candidate/targeted-discovery-components.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/g3-candidate/targeted-new-integration-tests.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/h4-candidate/backend-sec-perf.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/h4-candidate/component-singular.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/h4-candidate/unit-backend.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/hooks-store.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/src-and-server-src.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/regression-batches/unit-backend.PARTIAL.txt	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/program/METHOD_TOOLS_2026-08-13/test-inventory.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
docs/ui-standards/.focus-baseline.json	EVIDENCE	11ea86bbf350ef4cfa40fc5c441219aa31512611
package.json	MODULE_OWNED	11ea86bbf350ef4cfa40fc5c441219aa31512611
scripts/check-list-canon.baseline.txt	MODULE_OWNED	11ea86bbf350ef4cfa40fc5c441219aa31512611
scripts/check-triada.baseline.txt	MODULE_OWNED	11ea86bbf350ef4cfa40fc5c441219aa31512611
scripts/generateToolReadinessManifests.ts	MODULE_OWNED	11ea86bbf350ef4cfa40fc5c441219aa31512611
scripts/testing/classify-regression.py	MODULE_OWNED	11ea86bbf350ef4cfa40fc5c441219aa31512611
scripts/testing/generate-test-inventory.ts	MODULE_OWNED	11ea86bbf350ef4cfa40fc5c441219aa31512611
scripts/testing/run-regression-batches-g3.sh	MODULE_OWNED	11ea86bbf350ef4cfa40fc5c441219aa31512611
scripts/testing/run-regression-batches-h4.sh	MODULE_OWNED	11ea86bbf350ef4cfa40fc5c441219aa31512611
scripts/testing/run-regression-batches.sh	MODULE_OWNED	11ea86bbf350ef4cfa40fc5c441219aa31512611
scripts/testing/test-discovery-gate.ts	MODULE_OWNED	11ea86bbf350ef4cfa40fc5c441219aa31512611
server/src/Gateway.ts	SHARED_CONTRACT	11ea86bbf350ef4cfa40fc5c441219aa31512611
server/src/controllers/ToolController.ts	MODULE_OWNED	11ea86bbf350ef4cfa40fc5c441219aa31512611
