path	klasyfikacja	uwaga
docs/qa/a10-2026-08-13/01-library-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/01-library-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/01-library-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02-interview-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/02-interview-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02-interview-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/02-interview-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02b-mw-interview-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/02b-mw-interview-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02b-mw-interview-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/02b-mw-interview-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02c-interview-initial-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-0-potwierdzone-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-1-cz-ciowo-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-10-nie-mam-dowodu-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-11-nie-dotyczy-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-12-potwierdzone-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-13-cz-ciowo-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-14-nie-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-15-nie-wiem-potrzebuj-pomocy-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-16-nie-mam-dowodu-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-17-nie-dotyczy-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-2-nie-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-3-nie-wiem-potrzebuj-pomocy-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-4-nie-mam-dowodu-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-5-nie-dotyczy-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-6-potwierdzone-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-7-cz-ciowo-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-8-nie-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02d-interview-state-9-nie-wiem-potrzebuj-pomocy-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02e-dontknow-before-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/02f-dontknow-after-click-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/03-matrix-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/03-matrix-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/03-matrix-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/03-matrix-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/03b-mw-matrix-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/03b-mw-matrix-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/03b-mw-matrix-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/03b-mw-matrix-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/03c-matrix-before-click-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/03d-matrix-after-click-sidesheet-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/03e-matrix-after-close-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/04-split-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/04-split-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/04-split-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/04-split-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/05-teresa-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/05-teresa-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/05-teresa-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/05-teresa-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/06-approval-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/06-approval-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/06-approval-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/06-approval-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/06b-approval-actor-approver-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/06c-approval-actor-owner-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/06d-approval-owner-click-refusal-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/07-output-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/07-output-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/07-output-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/07-output-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/08-report-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/08-report-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/08-report-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/08-report-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/09-initiative-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/09-initiative-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/09-initiative-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/09-initiative-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/10-reopen-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/10-reopen-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/10-reopen-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/10-reopen-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-conflict-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-conflict-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-conflict-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-conflict-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-offline-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-offline-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-offline-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-offline-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-reconnecting-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-reconnecting-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-reconnecting-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-reconnecting-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-recovered-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-recovered-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-recovered-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-recovered-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-recovery-draft-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-recovery-draft-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-recovery-draft-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-recovery-draft-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-saved-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-saved-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-saved-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-saved-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-saving-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-saving-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-saving-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-saving-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-server-dark-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-server-dark-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-server-light-1280x800.png	EVIDENCE	
docs/qa/a10-2026-08-13/11-http-server-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/12a-interview-keyboard-focus-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/12b-teresa-reduced-motion-light-1600x1000.png	EVIDENCE	
docs/qa/a10-2026-08-13/A10_DEFECT_REGISTER.md	EVIDENCE	
docs/qa/a10-2026-08-13/capture-console-errors.json	EVIDENCE	
docs/qa/a10-2026-08-13/capture-log.txt	EVIDENCE	
docs/qa/a10-2026-08-13/capture-run.log	EVIDENCE	
docs/qa/a10-2026-08-13/frontend.log	EVIDENCE	
docs/qa/a10-2026-08-13/frontend2.log	EVIDENCE	
docs/qa/a10-2026-08-13/gate-front.log	EVIDENCE	
docs/qa/a10-2026-08-13/gate-server.log	EVIDENCE	
docs/qa/a10-2026-08-13/interact-run.log	EVIDENCE	
docs/qa/a10-2026-08-13/recapture-http.log	EVIDENCE	
docs/qa/a10-2026-08-13/server.log	EVIDENCE	
docs/qa/a10-2026-08-13/server2.log	EVIDENCE	
docs/qa/a10-2026-08-13/server3.log	EVIDENCE	
docs/qa/a10-2026-08-13/server4.log	EVIDENCE	
docs/qa/a9-2026-08-13/00-timestamps.log	EVIDENCE	
docs/qa/a9-2026-08-13/02-migrations-v2.log	EVIDENCE	
docs/qa/a9-2026-08-13/02-migrations.log	EVIDENCE	
docs/qa/a9-2026-08-13/02b-post-fail-db-state.log	EVIDENCE	
docs/qa/a9-2026-08-13/02c-schema-verify.log	EVIDENCE	
docs/qa/a9-2026-08-13/03-api-ready.json	EVIDENCE	
docs/qa/a9-2026-08-13/03-frontend.log	EVIDENCE	
docs/qa/a9-2026-08-13/03-server.log	EVIDENCE	
docs/qa/a9-2026-08-13/04a-seed.log	EVIDENCE	
docs/qa/a9-2026-08-13/05a-roles-seed.log	EVIDENCE	
docs/qa/a9-2026-08-13/06-network-browser.log	EVIDENCE	
docs/qa/a9-2026-08-13/06-req-transition-in_review.log	EVIDENCE	
docs/qa/a9-2026-08-13/07-req-freeze.log	EVIDENCE	
docs/qa/a9-2026-08-13/08-req-report.log	EVIDENCE	
docs/qa/a9-2026-08-13/09-req-presentation-initiative.log	EVIDENCE	
docs/qa/a9-2026-08-13/10-api-ready-after-restart.json	EVIDENCE	
docs/qa/a9-2026-08-13/10-frontend-restart.log	EVIDENCE	
docs/qa/a9-2026-08-13/10-server-restart.log	EVIDENCE	
docs/qa/a9-2026-08-13/11-req-reopen-after-restart.log	EVIDENCE	
docs/qa/a9-2026-08-13/12-req-reopen.log	EVIDENCE	
docs/qa/a9-2026-08-13/12-server-indicator.png	EVIDENCE	
docs/qa/a9-2026-08-13/13-req-reopen-refreeze.log	EVIDENCE	
docs/qa/a9-2026-08-13/14-req-report-v2-supersede.log	EVIDENCE	
docs/qa/a9-2026-08-13/15-lineage.sql.txt	EVIDENCE	
docs/qa/a9-2026-08-13/16a-duplicate-submit.log	EVIDENCE	
docs/qa/a9-2026-08-13/16b-stale-revision.log	EVIDENCE	
docs/qa/a9-2026-08-13/16c-unauthorized-role.log	EVIDENCE	
docs/qa/a9-2026-08-13/16d-cross-org.log	EVIDENCE	
docs/qa/a9-2026-08-13/16d-seed-other-org.log	EVIDENCE	
docs/qa/a9-2026-08-13/16e-retry-request.log	EVIDENCE	
docs/qa/a9-2026-08-13/16f-selfheal-delete-output.log	EVIDENCE	
docs/qa/a9-2026-08-13/16f-selfheal-drive-to-frozen.log	EVIDENCE	
docs/qa/a9-2026-08-13/16f-selfheal-retry.log	EVIDENCE	
docs/qa/a9-2026-08-13/16f-selfheal-seed.log	EVIDENCE	
docs/qa/a9-2026-08-13/16g-api-unavailable.log	EVIDENCE	
docs/qa/a9-2026-08-13/16g-server-restart2.log	EVIDENCE	
docs/qa/a9-2026-08-13/17-final-full-inventory.sql.txt	EVIDENCE	
docs/qa/e2e-drd-2026-08-13/01-library.png	EVIDENCE	
docs/qa/e2e-drd-2026-08-13/02-session.png	EVIDENCE	
docs/qa/e2e-drd-2026-08-13/03-roles.png	EVIDENCE	
docs/qa/e2e-drd-2026-08-13/logs/dev-render-1.log	EVIDENCE	
docs/qa/e2e-drd-2026-08-13/logs/server-1.log	EVIDENCE	
docs/qa/e2e-drd-2026-08-13/logs/server-2.log	EVIDENCE	
docs/qa/e2e-drd-2026-08-13/restart-timeline.json	EVIDENCE	
docs/qa/e2e-drd-2026-08-13/sql-lineage.txt	EVIDENCE	
docs/qa/e2e-drd-2026-08-13/step-verdicts.json	EVIDENCE	
docs/qa/e2e-full-2026-08-13/01-library.png	EVIDENCE	
docs/qa/e2e-full-2026-08-13/02-session.png	EVIDENCE	
docs/qa/e2e-full-2026-08-13/03-roles.png	EVIDENCE	
docs/qa/e2e-full-2026-08-13/04-manual-input-evidence.png	EVIDENCE	
docs/qa/e2e-full-2026-08-13/05-autosave-status.png	EVIDENCE	
docs/qa/e2e-full-2026-08-13/06-live-matrix.png	EVIDENCE	
docs/qa/e2e-full-2026-08-13/07-freeze.png	EVIDENCE	
docs/qa/e2e-full-2026-08-13/08-output-and-reopen-bonus.png	EVIDENCE	
docs/qa/e2e-full-2026-08-13/09-report-initiative.png	EVIDENCE	
docs/qa/e2e-full-2026-08-13/10-artifacts-after-restart.png	EVIDENCE	
docs/qa/e2e-full-2026-08-13/11-lineage.png	EVIDENCE	
docs/qa/e2e-full-2026-08-13/logs/dev-render-1.log	EVIDENCE	
docs/qa/e2e-full-2026-08-13/logs/server-1.log	EVIDENCE	
docs/qa/e2e-full-2026-08-13/logs/server-2.log	EVIDENCE	
docs/qa/e2e-full-2026-08-13/logs/server-3.log	EVIDENCE	
docs/qa/e2e-full-2026-08-13/restart-timeline.json	EVIDENCE	
docs/qa/e2e-full-2026-08-13/sql-lineage.txt	EVIDENCE	
docs/qa/e2e-full-2026-08-13/step-verdicts.json	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/01-library.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/02-session.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/03-roles.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/04-manual-input-evidence.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/05-autosave-status.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/06-live-matrix.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/07-freeze.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/08-output-and-reopen-bonus.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/09-report-initiative.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/10-artifacts-after-restart.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/11-lineage.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/logs/dev-render-1.log	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/logs/server-1.log	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/logs/server-2.log	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/logs/server-3.log	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/restart-timeline.json	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/sql-lineage.txt	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/sql-reopen-content-hash-verification.txt	EVIDENCE	
docs/qa/e2e-true-2026-08-13/drd-full-chain/step-verdicts.json	EVIDENCE	
docs/qa/e2e-true-2026-08-13/extra-scenarios/A-siri-gate-attempt.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/extra-scenarios/B1-teresa-preview.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/extra-scenarios/B2-teresa-committed.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/extra-scenarios/C1-voice-draft-preview.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/extra-scenarios/C2-voice-answer-submitted.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/extra-scenarios/D-duplicate-submit.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/extra-scenarios/E-unauthorized-self-grant.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/extra-scenarios/G1-report-error-no-visible-banner.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/extra-scenarios/G2-report-retry-succeeded.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/extra-scenarios/logs/dev-render-1.log	EVIDENCE	
docs/qa/e2e-true-2026-08-13/extra-scenarios/logs/server-1.log	EVIDENCE	
docs/qa/e2e-true-2026-08-13/extra-scenarios/sql-evidence.txt	EVIDENCE	
docs/qa/e2e-true-2026-08-13/extra-scenarios/step-verdicts.json	EVIDENCE	
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/01-online.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/02-real-offline.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/03-local-change.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/04-reconnecting.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/05-recovered.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/05b-settled-server.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/06-tab-b-conflict.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/07-tab-b-resolved.png	EVIDENCE	
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/logs/dev-render.log	EVIDENCE	
docs/qa/e2e-true-2026-08-13/offline-and-two-tabs/logs/server.log	EVIDENCE	
docs/qa/fix-focus-2026-08-13/01-view-mode-tabs-light.png	EVIDENCE	
docs/qa/fix-focus-2026-08-13/02-view-mode-tabs-dark.png	EVIDENCE	
docs/qa/fix-focus-2026-08-13/03-navigator-treeitem-light.png	EVIDENCE	
docs/qa/fix-focus-2026-08-13/04-navigator-treeitem-dark.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/dark-library.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/dark-sessions-error.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/dark-sessions.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/light-library-error-v2.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/light-library-error.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/light-library-loading.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/light-library.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/light-sessions-error.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/light-sessions-loading.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/light-sessions.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/narrow-768-sessions.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/sanity-initiatives.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/sanity-outputs.png	EVIDENCE	
docs/qa/fix-hub-2026-08-13/sanity-reports.png	EVIDENCE	
docs/qa/mpq-2026-08-13/MPQ_SCORECARD.md	EVIDENCE	
docs/qa/mpq-2026-08-13/v1-presentation-dark.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v1-presentation-light.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v1-presentation-slide3-light.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v1-report-dark.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v1-report-light-bottom.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v1-report-light.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v1-workview-dark.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v1-workview-light.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v1-workview-matrix-light.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v2-presentation-dark.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v2-presentation-light.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v2-presentation-slide3-light.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v2-report-dark.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v2-report-light-full.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v2-report-light.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v2-workview-dark.png	EVIDENCE	
docs/qa/mpq-2026-08-13/v2-workview-light.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/README.md	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/library-dark-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/library-empty-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/library-error-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/library-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/library-light-768.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/library-loading-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/liveartifact-initiative-dark-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/liveartifact-initiative-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/liveartifact-output-dark-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/liveartifact-output-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/liveartifact-report-dark-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/liveartifact-report-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/orphan-presentation-dark-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/orphan-presentation-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/orphan-report-dark-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/orphan-report-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/sessions-dark-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/sessions-empty-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/sessions-error-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/sessions-keyboard-focus-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/sessions-light-1280.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/sessions-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/sessions-light-768.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/sessions-light-zoom200.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/sessions-loading-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/sessions-longtext-light-1440.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/workview-focus-matrix-button.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/workview-focus-navitem.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/workview-focus-stop-8.png	EVIDENCE	
docs/qa/mpq-independent-2026-08-13/workview-focus-stop-9.png	EVIDENCE	
