product,scope_type,asset_slug,relative_path,is_archive,format_family,has_hero,has_analytical,has_social,numbered_style,has_objective_label,has_negative_prompt_label,has_avoid_label,has_aspect_ratio_or_framing,has_no_text_or_overlay_note,quality_band,recommended_priority,issue_flags
Consultify,blog,15_how_to_keep_transformation_roi_visible_after_kickoff,Consultify/Blog/15_how_to_keep_transformation_roi_visible_after_kickoff/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
Consultify,blog,16_why_steering_committees_fail_when_the_system_is_static,Consultify/Blog/16_why_steering_committees_fail_when_the_system_is_static/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
Consultify,blog,17_why_transformation_programs_need_one_source_of_truth,Consultify/Blog/17_why_transformation_programs_need_one_source_of_truth/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
Consultify,blog,18_how_to_turn_leadership_decisions_into_owned_initiatives,Consultify/Blog/18_how_to_turn_leadership_decisions_into_owned_initiatives/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
Consultify,blog,19_why_transformation_portfolios_fail_without_live_prioritization,Consultify/Blog/19_why_transformation_portfolios_fail_without_live_prioritization/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
Consultify,blog,20_how_to_keep_leadership_alignment_after_the_offsite,Consultify/Blog/20_how_to_keep_leadership_alignment_after_the_offsite/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
Consultify,blog,21_how_to_defend_transformation_investment_with_live_value_evidence,Consultify/Blog/21_how_to_defend_transformation_investment_with_live_value_evidence/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
Consultify,blog,22_what_monthly_transformation_reviews_should_actually_decide,Consultify/Blog/22_what_monthly_transformation_reviews_should_actually_decide/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
Consultify,blog,23_how_to_run_quarterly_transformation_resets_without_losing_momentum,Consultify/Blog/23_how_to_run_quarterly_transformation_resets_without_losing_momentum/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,24_what_a_transformation_pmo_should_track_every_week,Consultify/Blog/24_what_a_transformation_pmo_should_track_every_week/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,25_how_to_cut_dead_initiatives_without_political_drift,Consultify/Blog/25_how_to_cut_dead_initiatives_without_political_drift/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course,Consultify/Blog/26_when_to_replan_a_transformation_portfolio_and_when_to_hold_course/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,27_how_to_make_strategy_assumptions_visible_before_the_board_review,Consultify/Blog/27_how_to_make_strategy_assumptions_visible_before_the_board_review/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,28_why_transformation_capacity_breaks_before_strategy_does,Consultify/Blog/28_why_transformation_capacity_breaks_before_strategy_does/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,29_how_to_link_transformation_initiatives_to_budget_reality,Consultify/Blog/29_how_to_link_transformation_initiatives_to_budget_reality/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,30_what_executive_sponsors_should_never_delegate_in_transformation,Consultify/Blog/30_what_executive_sponsors_should_never_delegate_in_transformation/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,31_how_to_build_a_live_transformation_risk_register,Consultify/Blog/31_how_to_build_a_live_transformation_risk_register/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,32_when_a_transformation_program_needs_intervention_not_more_reporting,Consultify/Blog/32_when_a_transformation_program_needs_intervention_not_more_reporting/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,33_how_to_design_a_sponsor_cadence_that_actually_changes_transformation_outcomes,Consultify/Blog/33_how_to_design_a_sponsor_cadence_that_actually_changes_transformation_outcomes/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,34_when_a_transformation_portfolio_should_stop_funding_an_initiative,Consultify/Blog/34_when_a_transformation_portfolio_should_stop_funding_an_initiative/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,35_what_a_good_escalation_path_looks_like_in_cross_functional_programs,Consultify/Blog/35_what_a_good_escalation_path_looks_like_in_cross_functional_programs/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,36_how_to_reduce_governance_debt_in_large_transformation_programs,Consultify/Blog/36_how_to_reduce_governance_debt_in_large_transformation_programs/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,37_when_transformation_metrics_start_driving_the_wrong_behavior,Consultify/Blog/37_when_transformation_metrics_start_driving_the_wrong_behavior/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,38_how_to_keep_strategy_reviews_from_turning_into_narrative_theater,Consultify/Blog/38_how_to_keep_strategy_reviews_from_turning_into_narrative_theater/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,39_what_executives_should_require_before_approving_the_next_wave_of_change,Consultify/Blog/39_what_executives_should_require_before_approving_the_next_wave_of_change/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,40_how_to_prove_transformation_value_before_the_full_program_finishes,Consultify/Blog/40_how_to_prove_transformation_value_before_the_full_program_finishes/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,41_when_a_transformation_team_is_overloaded_even_if_the_plan_looks_green,Consultify/Blog/41_when_a_transformation_team_is_overloaded_even_if_the_plan_looks_green/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,42_how_to_reset_transformation_control_after_a_missed_quarter,Consultify/Blog/42_how_to_reset_transformation_control_after_a_missed_quarter/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,43_how_to_define_decision_rights_in_a_transformation_operating_system,Consultify/Blog/43_how_to_define_decision_rights_in_a_transformation_operating_system/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,44_what_a_board_ready_transformation_packet_should_include_every_time,Consultify/Blog/44_what_a_board_ready_transformation_packet_should_include_every_time/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,45_when_to_rewrite_a_transformation_business_case_and_when_not_to,Consultify/Blog/45_when_to_rewrite_a_transformation_business_case_and_when_not_to/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,46_how_to_manage_transformation_assumptions_without_spreadsheet_chaos,Consultify/Blog/46_how_to_manage_transformation_assumptions_without_spreadsheet_chaos/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,47_what_a_good_transformation_capacity_model_should_make_visible,Consultify/Blog/47_what_a_good_transformation_capacity_model_should_make_visible/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,48_when_change_exhaustion_is_a_governance_problem_not_a_people_problem,Consultify/Blog/48_when_change_exhaustion_is_a_governance_problem_not_a_people_problem/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,49_how_to_keep_a_transformation_pmo_from_becoming_a_reporting_factory,Consultify/Blog/49_how_to_keep_a_transformation_pmo_from_becoming_a_reporting_factory/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
Consultify,blog,50_how_to_turn_transformation_management_into_a_repeatable_operating_system,Consultify/Blog/50_how_to_turn_transformation_management_into_a_repeatable_operating_system/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DBR77,blog,01_why_most_factories_still_run_on_guesswork,DBR77/Blog/01_why_most_factories_still_run_on_guesswork/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,blog,02_the_hidden_cost_of_poor_factory_decisions,DBR77/Blog/02_the_hidden_cost_of_poor_factory_decisions/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,blog,03_from_excel_to_ai_the_evolution_of_factory_management,DBR77/Blog/03_from_excel_to_ai_the_evolution_of_factory_management/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,blog,04_why_digital_transformation_fails_in_manufacturing,DBR77/Blog/04_why_digital_transformation_fails_in_manufacturing/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,blog,05_the_new_role_of_the_factory_ceo_in_the_ai_era,DBR77/Blog/05_the_new_role_of_the_factory_ceo_in_the_ai_era/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,blog,06_the_death_of_static_planning_in_manufacturing,DBR77/Blog/06_the_death_of_static_planning_in_manufacturing/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,blog,07_why_you_should_never_invest_in_automation_without_simulation,DBR77/Blog/07_why_you_should_never_invest_in_automation_without_simulation/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,blog,08_the_real_reason_your_factory_is_not_efficient,DBR77/Blog/08_the_real_reason_your_factory_is_not_efficient/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,blog,09_data_is_the_new_factory_floor,DBR77/Blog/09_data_is_the_new_factory_floor/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,blog,10_the_factory_of_the_future_is_not_automated_its_intelligent,DBR77/Blog/10_the_factory_of_the_future_is_not_automated_its_intelligent/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,page,01_ai_native_operating_system_for_industry,DBR77/Pages/01_ai_native_operating_system_for_industry/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,page,02_one_ecosystem_for_manufacturing_decisions,DBR77/Pages/02_one_ecosystem_for_manufacturing_decisions/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,page,03_decision_systems_in_manufacturing,DBR77/Pages/03_decision_systems_in_manufacturing/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,page,04_from_guesswork_to_governed_execution,DBR77/Pages/04_from_guesswork_to_governed_execution/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,page,05_simulate_run_automate_the_dbr77_operating_logic,DBR77/Pages/05_simulate_run_automate_the_dbr77_operating_logic/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,page,06_which_dbr77_product_fits_your_current_decision_bottleneck,DBR77/Pages/06_which_dbr77_product_fits_your_current_decision_bottleneck/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,persona,01_ceo_better_board_control_through_stronger_decision_systems,DBR77/Personas/01_ceo_better_board_control_through_stronger_decision_systems/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,persona,02_cfo_safer_capex_and_clearer_roi_in_manufacturing,DBR77/Personas/02_cfo_safer_capex_and_clearer_roi_in_manufacturing/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,persona,03_cto_reduce_tool_sprawl_and_strengthen_decision_architecture,DBR77/Personas/03_cto_reduce_tool_sprawl_and_strengthen_decision_architecture/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DBR77,persona,04_plant_manager_less_firefighting_more_control,DBR77/Personas/04_plant_manager_less_firefighting_more_control/image-prompts.md,false,objective_plus_prompt,true,true,true,false,true,true,false,true,true,A,P2,none
DT,blog,01_digital_twin_not_3d_model_decision_engine,DT/Blog/01_digital_twin_not_3d_model_decision_engine/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
DT,blog,02_why_capex_decisions_should_be_simulated_before_they_are_approved,DT/Blog/02_why_capex_decisions_should_be_simulated_before_they_are_approved/image-prompts.md,false,label_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
DT,blog,03_before_you_buy_a_robot_simulate_it_first,DT/Blog/03_before_you_buy_a_robot_simulate_it_first/image-prompts.md,false,label_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
DT,blog,04_why_most_digital_twins_fail,DT/Blog/04_why_most_digital_twins_fail/image-prompts.md,false,label_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
DT,blog,05_how_to_compare_layout_variants_without_guesswork,DT/Blog/05_how_to_compare_layout_variants_without_guesswork/image-prompts.md,false,label_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
DT,blog,06_from_manual_inputs_to_live_data_a_practical_digital_twin_roadmap,DT/Blog/06_from_manual_inputs_to_live_data_a_practical_digital_twin_roadmap/image-prompts.md,false,label_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
DT,blog,07_how_simulation_reduces_change_risk_in_production_and_logistics,DT/Blog/07_how_simulation_reduces_change_risk_in_production_and_logistics/image-prompts.md,false,label_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
DT,blog,08_digital_twin_vs_cad_what_decision_makers_need_to_know,DT/Blog/08_digital_twin_vs_cad_what_decision_makers_need_to_know/image-prompts.md,false,label_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
DT,blog,09_how_cfos_can_use_simulation_to_validate_roi,DT/Blog/09_how_cfos_can_use_simulation_to_validate_roi/image-prompts.md,false,label_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
DT,blog,10_the_cost_of_rework_when_you_skip_scenario_testing,DT/Blog/10_the_cost_of_rework_when_you_skip_scenario_testing/image-prompts.md,false,label_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
DT,blog,11_how_to_identify_bottlenecks_before_they_happen,DT/Blog/11_how_to_identify_bottlenecks_before_they_happen/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
DT,blog,12_simulation_vs_reality_why_your_factory_planning_is_still_wrong,DT/Blog/12_simulation_vs_reality_why_your_factory_planning_is_still_wrong/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
DT,blog,13_five_scenarios_every_factory_should_simulate,DT/Blog/13_five_scenarios_every_factory_should_simulate/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
DT,blog,14_digital_twin_for_workforce_optimization,DT/Blog/14_digital_twin_for_workforce_optimization/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
DT,blog,15_how_digital_twin_reduces_capex_risk,DT/Blog/15_how_digital_twin_reduces_capex_risk/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
DT,blog,16_from_static_layout_to_living_factory_model,DT/Blog/16_from_static_layout_to_living_factory_model/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
DT,blog,17_how_to_use_simulation_for_continuous_improvement,DT/Blog/17_how_to_use_simulation_for_continuous_improvement/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
DT,blog,18_the_roi_of_digital_twin_in_12_months,DT/Blog/18_the_roi_of_digital_twin_in_12_months/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
DT,blog,19_how_to_build_a_digital_twin_business_case_without_guesswork,DT/Blog/19_how_to_build_a_digital_twin_business_case_without_guesswork/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
DT,blog,20_how_to_run_your_first_simulation_project,DT/Blog/20_how_to_run_your_first_simulation_project/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,true,true,true,A,P2,none
DT,blog,21_when_a_factory_should_simulate_before_it_reconfigures_flow,DT/Blog/21_when_a_factory_should_simulate_before_it_reconfigures_flow/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,22_how_to_test_capacity_decisions_before_the_next_demand_shift,DT/Blog/22_how_to_test_capacity_decisions_before_the_next_demand_shift/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,23_what_to_simulate_before_expanding_a_production_line,DT/Blog/23_what_to_simulate_before_expanding_a_production_line/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,24_how_to_compare_capex_options_when_every_scenario_looks_plausible,DT/Blog/24_how_to_compare_capex_options_when_every_scenario_looks_plausible/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,25_when_manual_factory_decisions_become_too_expensive_to_trust,DT/Blog/25_when_manual_factory_decisions_become_too_expensive_to_trust/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,26_how_to_use_digital_twin_for_brownfield_change_planning,DT/Blog/26_how_to_use_digital_twin_for_brownfield_change_planning/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,27_what_a_good_simulation_input_set_looks_like_before_live_integration,DT/Blog/27_what_a_good_simulation_input_set_looks_like_before_live_integration/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,28_how_to_sequence_factory_changes_with_less_operational_risk,DT/Blog/28_how_to_sequence_factory_changes_with_less_operational_risk/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,29_when_to_use_digital_twin_for_network_and_intralogistics_decisions,DT/Blog/29_when_to_use_digital_twin_for_network_and_intralogistics_decisions/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,30_how_to_turn_simulation_outputs_into_executive_decisions,DT/Blog/30_how_to_turn_simulation_outputs_into_executive_decisions/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,31_how_to_use_digital_twin_in_capex_stage_gates,DT/Blog/31_how_to_use_digital_twin_in_capex_stage_gates/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,32_when_a_simulation_result_is_strong_enough_to_act_on,DT/Blog/32_when_a_simulation_result_is_strong_enough_to_act_on/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,33_how_to_use_digital_twin_for_factory_change_governance,DT/Blog/33_how_to_use_digital_twin_for_factory_change_governance/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,34_what_a_good_sensitivity_analysis_should_show_before_approval,DT/Blog/34_what_a_good_sensitivity_analysis_should_show_before_approval/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,35_how_to_test_supplier_and_ramp_risk_in_factory_simulation,DT/Blog/35_how_to_test_supplier_and_ramp_risk_in_factory_simulation/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,36_when_to_simulate_phased_rollouts_instead_of_full_cutovers,DT/Blog/36_when_to_simulate_phased_rollouts_instead_of_full_cutovers/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,37_how_to_use_digital_twin_in_monthly_operations_reviews,DT/Blog/37_how_to_use_digital_twin_in_monthly_operations_reviews/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,38_what_to_compare_before_you_expand_capacity_in_a_brownfield_factory,DT/Blog/38_what_to_compare_before_you_expand_capacity_in_a_brownfield_factory/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,39_how_to_package_simulation_evidence_for_board_level_decisions,DT/Blog/39_how_to_package_simulation_evidence_for_board_level_decisions/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,40_when_to_refresh_a_digital_twin_model_after_operational_change,DT/Blog/40_when_to_refresh_a_digital_twin_model_after_operational_change/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,41_how_to_decide_when_a_simulation_is_good_enough_for_capital_commitment,DT/Blog/41_how_to_decide_when_a_simulation_is_good_enough_for_capital_commitment/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,42_what_a_factory_scenario_library_should_look_like_after_the_first_projects,DT/Blog/42_what_a_factory_scenario_library_should_look_like_after_the_first_projects/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,43_how_to_retire_weak_options_early_in_digital_twin_decision_cycles,DT/Blog/43_how_to_retire_weak_options_early_in_digital_twin_decision_cycles/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,44_when_to_use_digital_twin_in_post_investment_reviews_and_when_not_to,DT/Blog/44_when_to_use_digital_twin_in_post_investment_reviews_and_when_not_to/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,45_how_to_assign_model_ownership_across_engineering_operations_and_finance,DT/Blog/45_how_to_assign_model_ownership_across_engineering_operations_and_finance/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,46_what_an_executive_simulation_review_should_decide_in_30_minutes,DT/Blog/46_what_an_executive_simulation_review_should_decide_in_30_minutes/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,47_when_to_link_digital_twin_to_real_time_data_and_when_static_is_enough,DT/Blog/47_when_to_link_digital_twin_to_real_time_data_and_when_static_is_enough/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,48_how_to_compare_resilience_not_just_throughput_in_factory_scenarios,DT/Blog/48_how_to_compare_resilience_not_just_throughput_in_factory_scenarios/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,49_what_a_reusable_factory_assumption_ledger_should_include,DT/Blog/49_what_a_reusable_factory_assumption_ledger_should_include/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
DT,blog,50_how_to_turn_digital_twin_into_a_repeatable_capex_decision_system,DT/Blog/50_how_to_turn_digital_twin_into_a_repeatable_capex_decision_system/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,false,true,true,true,A,P2,none
IRIS,blog,01_why_dashboards_dont_fix_factories,IRIS/Blog/01_why_dashboards_dont_fix_factories/image-prompts.md,false,bullet_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
IRIS,blog,02_what_a_plant_operating_system_actually_means,IRIS/Blog/02_what_a_plant_operating_system_actually_means/image-prompts.md,false,label_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
IRIS,blog,03_why_mes_alone_is_no_longer_enough,IRIS/Blog/03_why_mes_alone_is_no_longer_enough/image-prompts.md,false,label_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
IRIS,blog,04_from_insight_to_task_to_action_closing_the_execution_loop,IRIS/Blog/04_from_insight_to_task_to_action_closing_the_execution_loop/image-prompts.md,false,label_objective_scene_style,true,true,true,false,true,true,false,true,true,A,P2,none
